,book_no,title,view,category,book_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
21,21,Gift of Fire (Gift #2),"(42,103 view)",romance,book_1_21,0.031268179173938336,0.03417684700407213,0.02225130890052356,0.014979639325189063,0.017888307155322858,0.1054392088423502,0.014979639325189063,0.029813845258871437,0.05715532286212915,0.012361838278068644,0.01905177428737638,0.1505235602094241,0.03999418266433973,0.14645142524723676,0.08275159976730657,0.0621000581733566,0.01614310645724258,0.0780977312390925,0.043484584060500285,0.02108784176847004
22,22,Gift of Gold (Gift #1),"(57,177 view)",romance,book_1_22,0.11124727668845316,0.026824618736383442,0.0298202614379085,0.01320806100217865,0.07148692810457516,0.17851307189542484,0.0164760348583878,0.016203703703703703,0.0164760348583878,0.017565359477124183,0.14991830065359474,0.01593137254901961,0.08510348583877995,0.013480392156862746,0.02165032679738562,0.11015795206971678,0.0232843137254902,0.01565904139433551,0.037445533769063184,0.0295479302832244
23,23,Thief (Breeding #3),"(389,655 view)",romance,book_1_23,0.0727737422652677,0.05152004304546679,0.042372881355932215,0.01331719128329298,0.08030669895076678,0.04560129136400323,0.05205811138014529,0.017083669626042512,0.018966908797417283,0.1279257465698144,0.04909873553941351,0.030266343825665863,0.14460586494484806,0.019235942964756527,0.033494753833736894,0.07492601560398172,0.026499865482916333,0.039951573849878935,0.03188054882970138,0.028114070486951845
24,24,Mechanic (Breeding #2),"(403,490 view)",romance,book_1_24,0.013708513708513708,0.01948051948051948,0.022655122655122654,0.014574314574314575,0.018903318903318905,0.0113997113997114,0.029004329004329005,0.008802308802308803,0.04314574314574315,0.018903318903318905,0.010533910533910534,0.3909090909090909,0.08701298701298701,0.04458874458874459,0.054689754689754684,0.021212121212121213,0.016017316017316017,0.11673881673881675,0.04054834054834055,0.017171717171717168
25,25,Coach (Breeding #1),"(398,222 view)",romance,book_1_25,0.008998435054773083,0.028299426186750125,0.0418622848200313,0.009780907668231613,0.025691184141888368,0.2747782994261868,0.029342723004694836,0.028038601982263957,0.015258215962441313,0.01264997391757955,0.14280125195618154,0.032733437663015126,0.032211789254042784,0.011606677099634848,0.01969222743870631,0.030646844027125718,0.02386541471048513,0.018127282211789254,0.04055816379760042,0.173056859676578
26,26,Shield's Lady (Lost Colony #3),"(48,530 view)",romance,book_1_26,0.03263707571801567,0.012619669277632724,0.02306353350739774,0.03582825645488831,0.019002030751378008,0.010008703220191472,0.05265448215839861,0.07644328401508559,0.11067595010153757,0.0639686684073107,0.03669857847403539,0.0195822454308094,0.04569190600522193,0.07325210327821294,0.03176675369886858,0.12373078038874386,0.01232956193791703,0.033217290397447065,0.0195822454308094,0.16724688134609805
27,27,Sweet Starfire (Lost Colony #1),"(72,312 view)",romance,book_1_27,0.06497175141242938,0.05259617971482378,0.020312079634113533,0.02676889965025558,0.04425612052730697,0.09940812483185364,0.051520043045466785,0.012510088781275222,0.05098197471078827,0.023809523809523808,0.0412967446865752,0.05071294054344902,0.15671240247511434,0.0289211729889696,0.03161151466236212,0.08945386064030132,0.0289211729889696,0.07788539144471347,0.032418617164379875,0.01493139628732849
28,28,Until You (Westmoreland Saga #3),"(778,228 view)",romance,book_1_28,0.07604617604617604,0.0974025974025974,0.02611832611832612,0.01341991341991342,0.024963924963924963,0.01803751803751804,0.01832611832611833,0.09047619047619047,0.01832611832611833,0.018903318903318905,0.0873015873015873,0.0367965367965368,0.07835497835497836,0.0544011544011544,0.021212121212121213,0.072005772005772,0.015728715728715727,0.03968253968253968,0.030158730158730163,0.16233766233766234
29,29,"Whitney, My Love (Westmoreland Saga #2)","(1,394,931 view)",romance,book_1_29,0.010613207547169812,0.028694968553459124,0.09866352201257864,0.016640461215932916,0.11805555555555555,0.06512054507337528,0.057783018867924536,0.020309224318658285,0.02607442348008386,0.06564465408805033,0.017688679245283022,0.016378406708595392,0.014806079664570232,0.021619496855345914,0.011399371069182393,0.013757861635220128,0.07979559748427674,0.025026205450733755,0.2254979035639413,0.0664308176100629
30,30,Rumpelstiltskin (Timeless Fairy Tales #4),"(76,885 view)",romance,book_1_30,0.010588558855885588,0.01883938393839384,0.013888888888888888,0.06861936193619361,0.07356985698569858,0.02488998899889989,0.024614961496149616,0.015814081408140813,0.020489548954895492,0.04744224422442244,0.017464246424642463,0.01911441144114412,0.020489548954895492,0.05954345434543455,0.019664466446644664,0.02158965896589659,0.013338833883388341,0.18798129812981296,0.11592409240924093,0.20613311331133116
31,31,Cinderella and the Colonel (Timeless Fairy Tales #3),"(126,066 view)",romance,book_1_31,0.039560125678377606,0.02156526706655241,0.09668666095401314,0.06126820908311911,0.12582119394458727,0.07297914881462439,0.07383604684375893,0.02527849185946872,0.03727506426735218,0.08583261925164239,0.012996286775207084,0.02470722650671237,0.07012282205084262,0.050699800057126536,0.015852613538988862,0.022422165095686945,0.023279063124821482,0.04670094258783205,0.05327049414453013,0.03984575835475578
32,32,The Wild Swans (Timeless Fairy Tales #2),"(79,563 view)",romance,book_1_32,0.022822117892540426,0.07655190401669275,0.020735524256651015,0.010824204486176315,0.06585811163275952,0.035863328116849245,0.014997391757955137,0.08307250912884716,0.01056338028169014,0.2158320292123109,0.017344809598330724,0.013171622326551904,0.010302556077203965,0.01551904016692749,0.01577986437141367,0.010041731872717787,0.2338288993218571,0.03508085550339071,0.04342723004694836,0.048382889932185716
33,33,Beauty and the Beast (Timeless Fairy Tales #1),"(162,013 view)",romance,book_1_33,0.02361452361452361,0.021430521430521432,0.016516516516516516,0.03043953043953044,0.061015561015561014,0.012694512694512694,0.022522522522522518,0.04408954408954409,0.02006552006552006,0.3667758667758668,0.02361452361452361,0.01951951951951952,0.0672945672945673,0.046000546000546,0.021157521157521158,0.023887523887523892,0.046000546000546,0.09322959322959323,0.021976521976521977,0.018154518154518157
34,34,It's a Wonderful Tangled Christmas Carol (Tangled #4.5),"(55,941 view)",romance,book_1_34,0.04829163303739575,0.019235942964756524,0.012241054613935971,0.047484530535378,0.1255044390637611,0.07223567393058919,0.01950497713209577,0.021926284638149045,0.022464352972827548,0.1260425073984396,0.02085014796879204,0.02865213882163035,0.09106806564433684,0.09644874899112188,0.023809523809523808,0.024347592144202315,0.01466236211998924,0.045063223029324716,0.05501748722087705,0.08514931396287329
35,35,Tied (Tangled #4),"(145,526 view)",romance,book_1_35,0.015285996055226824,0.06097961867192636,0.020874424720578568,0.012656147271531887,0.022846811308349767,0.015285996055226824,0.018244575936883632,0.013642340565417488,0.18951347797501644,0.030736357659434582,0.02547666009204471,0.3690006574621959,0.03172255095332018,0.01232741617357002,0.02416173570019724,0.01134122287968442,0.01495726495726496,0.015285996055226824,0.081689677843524,0.013971071663379356
36,36,Tamed (Tangled #3),"(159,345 view)",romance,book_1_36,0.01974992895709008,0.01974992895709008,0.04362034668940039,0.047882921284455794,0.05868144359192951,0.010656436487638532,0.031400966183574866,0.051292980960500126,0.05896561523159988,0.2510656436487638,0.009519749928957088,0.10073884626314293,0.014919011082693943,0.051292980960500126,0.018329070758738276,0.012929809605001416,0.08255186132423982,0.04617789144643364,0.03708439897698209,0.0333901676612674
37,37,Holy Frigging Matrimony: A Tangled Series Short Story (Tangled #1.5),"(39,602 view)",romance,book_1_37,0.01197998946814113,0.013823064770932071,0.0957082675092154,0.03541337546076883,0.10808320168509744,0.01961558715113218,0.058320168509741976,0.012243285939968408,0.013823064770932071,0.06911532385466036,0.021458662453923118,0.028567667193259618,0.04620853080568721,0.034096893101632435,0.0217219589257504,0.008030542390731966,0.02751448130595051,0.08543970510795157,0.1320431806213797,0.15679304897314378
38,38,Tangled Extra Scenes (Tangled #1.1),"(33,324 view)",romance,book_1_38,0.02101740294511379,0.014859437751004016,0.054484605087014734,0.04725568942436413,0.05394912985274432,0.14497991967871487,0.025033467202141904,0.030655957161981263,0.08259705488621152,0.0745649263721553,0.13962516733601074,0.021285140562249,0.01807228915662651,0.040562248995983936,0.05207496653279786,0.024230254350736283,0.015662650602409643,0.030655957161981263,0.03360107095046855,0.0748326639892905
39,39,Twisted (Tangled #2),"(198,072 view)",romance,book_1_39,0.01714677640603567,0.009465020576131687,0.03305898491083677,0.01879286694101509,0.30000000000000004,0.012757201646090538,0.02235939643347051,0.04128943758573389,0.018518518518518517,0.23552812071330595,0.020713305898491092,0.06625514403292182,0.03196159122085049,0.022633744855967083,0.01577503429355281,0.01714677640603567,0.012482853223593968,0.042661179698216735,0.04979423868312759,0.011659807956104254
40,40,One with You (Crossfire #5),"(1,060,631 view)",romance,book_1_40,0.015607101947308138,0.011884306987399772,0.022479954180985112,0.05312142038946163,0.05856242840778924,0.09120847651775488,0.03049828178694158,0.031930126002290955,0.1086769759450172,0.05426689576174113,0.02162084765177549,0.0259163802978236,0.1310137457044674,0.04796678121420391,0.049971363115693015,0.07030355097365408,0.03164375715922108,0.03278923253150058,0.07488545246277206,0.03565292096219932
41,41,Captivated by You (Crossfire #4),"(178,493 view)",romance,book_1_41,0.023672687465790918,0.014367816091954025,0.028051450465243568,0.02777777777777778,0.028325123152709363,0.01573617952928298,0.01874657909140668,0.02613574165298304,0.038177339901477834,0.13067870826491518,0.010810071154898742,0.11070060207991243,0.22920087575259995,0.022030651340996167,0.02914614121510673,0.02613574165298304,0.0422824302134647,0.1298576902025178,0.025862068965517244,0.02230432402846196
42,42,Collin (Forever #4),"(147,094 view)",romance,book_1_42,0.030801687763713077,0.012517580872011248,0.029113924050632907,0.02236286919831223,0.03699015471167369,0.011954992967651193,0.014767932489451472,0.02320675105485232,0.06061884669479605,0.1461322081575246,0.17060478199718704,0.16469760900140645,0.0471167369901547,0.060900140646976075,0.010829817158931082,0.00970464135021097,0.018987341772151896,0.08987341772151898,0.017580872011251754,0.021237693389592117
43,43,Being Julia (Forever #3.5),"(38,599 view)",romance,book_1_43,0.1063801027304677,0.012300621789672886,0.035820492024871586,0.029872938632062727,0.07420924574209248,0.029872938632062727,0.011489591781562586,0.038794268721276025,0.03095431197620979,0.074749932414166,0.036631522032981895,0.016355771830224387,0.32346580156799143,0.01365233846985672,0.02149229521492296,0.016355771830224387,0.03392808867261423,0.05068937550689377,0.028521221951878888,0.01446336847796702
44,44,Forever Us (Forever #3),"(89,248 view)",romance,book_1_44,0.04785185185185186,0.0848888888888889,0.01288888888888889,0.033629629629629634,0.023851851851851857,0.0445925925925926,0.012592592592592594,0.02355555555555556,0.10681481481481483,0.042518518518518525,0.036888888888888895,0.021481481481481483,0.058518518518518525,0.028888888888888888,0.2063703703703704,0.02444444444444445,0.02088888888888889,0.11096296296296296,0.031555555555555566,0.02681481481481482
45,45,Forever You (Forever #2),"(116,062 view)",romance,book_1_45,0.0254985754985755,0.024643874643874644,0.014672364672364671,0.012393162393162393,0.02321937321937322,0.11951566951566953,0.02435897435897436,0.18618233618233615,0.02037037037037037,0.02293447293447293,0.13945868945868947,0.03148148148148148,0.01780626780626781,0.0311965811965812,0.027777777777777776,0.023504273504273504,0.027777777777777776,0.010113960113960114,0.09216524216524216,0.12492877492877492
46,46,Forever Black (Forever #1),"(290,799 view)",romance,book_1_46,0.07815442561205273,0.05394135055152005,0.03726123217648642,0.009281678773204195,0.07492601560398171,0.01977401129943503,0.013317191283292978,0.021926284638149045,0.05743879472693032,0.09940812483185364,0.09994619316653217,0.2137476459510358,0.01493139628732849,0.017890772128060263,0.021926284638149045,0.010895883777239709,0.01950497713209577,0.1064030131826742,0.01627656712402475,0.013048157115953729
47,47,Storm and Silence,"(545,020 view)",romance,book_1_47,0.013919147906076009,0.010045993706124426,0.20079883805374,0.017792302106027596,0.01198257080610022,0.012950859356088114,0.07225853304284678,0.011740498668603244,0.008593560881142579,0.019002662793512468,0.02142338416848221,0.014161220043572984,0.060154926167998064,0.007867344468651656,0.012708787218591141,0.009319777293633504,0.21338658920358267,0.016097797143548778,0.2438876785282014,0.02190752844347616
48,48,It Ends with Us,"(544,304 view)",romance,book_1_48,0.02308984047019311,0.07794570389028826,0.02057094878253568,0.01273439686537923,0.013014273719563388,0.025048978449482225,0.08914077805765462,0.09725720682899522,0.07458718164007835,0.03960257486705849,0.0149734116988525,0.02672823957458717,0.17478309543800724,0.011614889448642595,0.031486146095717885,0.021690456199272318,0.032325776658270355,0.011335012594458436,0.18765743073047847,0.014413657990484184
49,49,Wired (Buchanan-Renard #13),"(1,789,538 view)",romance,book_1_49,0.03153153153153152,0.03808353808353808,0.07930657930657929,0.01951951951951952,0.009691509691509687,0.017881517881517883,0.1587496587496587,0.0711165711165711,0.01815451815451815,0.02852852852852852,0.02825552825552825,0.02388752388752388,0.015151515151515147,0.05173355173355172,0.02907452907452907,0.04408954408954408,0.18058968058968056,0.11479661479661475,0.0217035217035217,0.01815451815451815
50,50,Fast Track (Buchanan-Renard #12),"(213,530 view)",romance,book_1_50,0.012304250559284118,0.008575689783743477,0.18158090976882926,0.009818543375590356,0.039149888143176735,0.01677852348993289,0.10700969425801643,0.010315684812329107,0.011558538404175991,0.013049962714392249,0.008824260502112853,0.01081282624906786,0.013795674869500377,0.011309967685806614,0.03368133233905047,0.008078548347004725,0.44258016405667416,0.0073328361918965955,0.04436987322893364,0.00907283122048223
51,51,Hotshot (Buchanan-Renard #11),"(170,220 view)",romance,book_1_51,0.010345804988662131,0.02225056689342404,0.05399659863945578,0.025368480725623584,0.010912698412698412,0.009495464852607709,0.3504818594104309,0.03302154195011338,0.016298185941043083,0.030187074829931968,0.054280045351473925,0.02933673469387755,0.044359410430839005,0.028202947845804988,0.11947278911564625,0.03358843537414966,0.036139455782312924,0.04379251700680272,0.03188775510204082,0.016581632653061226
52,52,Sweet Talk (Buchanan-Renard #10),"(186,639 view)",romance,book_1_52,0.015416666666666662,0.011249999999999998,0.11791666666666666,0.039583333333333325,0.017916666666666664,0.012916666666666665,0.32541666666666663,0.032916666666666664,0.01736111111111111,0.023749999999999997,0.01347222222222222,0.017638888888888885,0.058749999999999976,0.012916666666666665,0.09458333333333332,0.011249999999999998,0.05569444444444443,0.060694444444444426,0.03041666666666666,0.03013888888888888
53,53,The Ideal Man (Buchanan-Renard #9),"(213,606 view)",romance,book_1_53,0.015059478613009363,0.02442419640597317,0.1378132118451025,0.05327765122753733,0.026955201214882308,0.05327765122753733,0.28866109845608706,0.011009870918754746,0.011769172361427488,0.01050366995697292,0.034295115160718814,0.017843583902809414,0.015059478613009363,0.01860288534548216,0.11047835990888384,0.011009870918754746,0.07782839787395596,0.01657808149835485,0.024930397367755004,0.04062262718299165
54,54,Sizzle (Buchanan-Renard #8),"(173,451 view)",romance,book_1_54,0.047078768909754834,0.01056338028169014,0.07837767344809599,0.014214919144496609,0.013693270735524257,0.016562336984872198,0.2254825247782994,0.013693270735524257,0.0121283255086072,0.03560250391236307,0.012389149713093376,0.05125195618153365,0.014736567553468962,0.011606677099634848,0.022300469483568074,0.012389149713093376,0.28547209181011995,0.08359415753781951,0.026734480959833072,0.0121283255086072
55,55,Fire and Ice (Buchanan-Renard #7),"(136,814 view)",romance,book_1_55,0.015258215962441316,0.02908189880020866,0.04264475743348983,0.04107981220657278,0.014475743348982788,0.01551904016692749,0.4064945226917058,0.00795513823682838,0.02438706311945749,0.01551904016692749,0.011085028690662494,0.0209963484611372,0.038471570161711016,0.011606677099634848,0.03690662493479396,0.016040688575899846,0.20878977569118415,0.012389149713093376,0.01864893062076161,0.012649973917579552
56,56,Shadow Dance (Buchanan-Renard #6),"(157,426 view)",romance,book_1_56,0.04135954135954137,0.0156975156975157,0.028801528801528805,0.16612066612066614,0.12216762216762217,0.09322959322959323,0.04845754845754847,0.03944853944853945,0.020338520338520343,0.050914550914550924,0.015151515151515154,0.0156975156975157,0.04627354627354628,0.014878514878514881,0.08831558831558832,0.02443352443352444,0.05555555555555556,0.017881517881517886,0.038083538083538086,0.0571935571935572
57,57,Slow Burn (Buchanan-Renard #5),"(159,622 view)",romance,book_1_57,0.19841269841269835,0.08649448479956952,0.034570890503093886,0.013586225450632226,0.08945386064030131,0.014124293785310731,0.01385525961797148,0.017083669626042502,0.01815980629539951,0.01520043045466774,0.0227333871401668,0.09644874899112184,0.03026634382566585,0.035377993005111644,0.03134248049502286,0.009281678773204195,0.058783965563626576,0.057707828894269564,0.1427226257734732,0.01439332795264998
58,58,Killjoy (Buchanan-Renard #3),"(182,050 view)",romance,book_1_58,0.0242200328407225,0.00998905309250137,0.1057744937055282,0.2713464696223317,0.026956759715380408,0.022030651340996167,0.10960591133004928,0.02011494252873564,0.14792008757526,0.04720853858784894,0.01847290640394089,0.014094143404488238,0.022030651340996167,0.01272577996715928,0.0212096332785988,0.012452107279693488,0.04282977558839629,0.01847290640394089,0.025862068965517244,0.026683087027914616
59,59,Mercy (Buchanan-Renard #2),"(247,545 view)",romance,book_1_59,0.02517580872011252,0.014767932489451475,0.008860759493670886,0.33122362869198313,0.0279887482419128,0.010548523206751054,0.029957805907173,0.02236286919831224,0.017018284106891702,0.09971870604781996,0.01533052039381153,0.020956399437412097,0.02630098452883263,0.033614627285513364,0.06568213783403656,0.017018284106891702,0.013924050632911392,0.009985935302391,0.05949367088607595,0.15007032348804503
60,60,Heartbreaker (Buchanan-Renard #1),"(289,108 view)",romance,book_1_60,0.02001119507416737,0.012174643157010915,0.015253288553036662,0.02672823957458718,0.10061572907920514,0.018611810803246573,0.030646515533165407,0.014693534844668343,0.24391267842149456,0.07934508816120908,0.009375874615169326,0.01581304226140498,0.025608732157850547,0.025048978449482232,0.02448922474111391,0.01329415057374755,0.023369717324377277,0.011614889448642595,0.06591099916036944,0.22348166806605094
61,61,His Unlikely Lover (Unwanted #3),"(893,013 view)",romance,book_1_61,0.011137316561844862,0.008778825995807127,0.013495807127882595,0.02292976939203354,0.5664308176100628,0.05437631027253667,0.0145440251572327,0.010089098532494758,0.045466457023060784,0.017688679245283015,0.0145440251572327,0.00982704402515723,0.0145440251572327,0.008778825995807127,0.0195230607966457,0.00982704402515723,0.010351153039832285,0.014806079664570228,0.0795335429769392,0.05332809224318657
