,book_no,title,view,category,book_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
511,511,Dangerous Pleasure (Bound Hearts #12),"(20,804 view)",romance,book_3_7,0.11242001163467133,0.033885980221058765,0.031268179173938336,0.025159976730657358,0.06122745782431646,0.050174520069808035,0.041739383362420016,0.030686445607911575,0.1141652123327516,0.03592204770215241,0.025159976730657358,0.02719604421175102,0.018470040721349626,0.0795520651541594,0.03708551483420593,0.047556719022687606,0.018760907504363003,0.09525887143688193,0.055410122164048864,0.058900523560209424
512,512,Beautiful Disaster (Beautiful #1),"(25,756 view)",romance,book_3_8,0.023788416075650118,0.02910756501182033,0.0820035460992908,0.06220449172576833,0.01403664302600473,0.027039007092198586,0.029994089834515368,0.01640070921985816,0.11657801418439714,0.020537825059101657,0.02083333333333334,0.14524231678486998,0.012559101654846338,0.14553782505910168,0.029994089834515368,0.09411938534278963,0.0116725768321513,0.04861111111111112,0.019651300236406623,0.05008865248226951
513,513,Walking Disaster (Beautiful #2),"(32,335 view)",romance,book_3_9,0.07754324245089415,0.016857226619759597,0.020961594840222805,0.02799765464673116,0.02799765464673116,0.046174142480211074,0.014805042509527994,0.025945470536499555,0.023306948109058926,0.05115801817648782,0.02066842568161829,0.34286133098798,0.03034300791556728,0.053210202286719424,0.02477279390208149,0.0605394312518323,0.023306948109058926,0.06405746115508648,0.02946350043975373,0.018029903254177655
514,514,A Beautiful Wedding (Beautiful #2.5),"(7,557 view)",romance,book_3_10,0.018518518518518517,0.011489591781562584,0.014733711814003785,0.046634225466342265,0.03609083536090835,0.023655041903217086,0.050148688834820224,0.01932954852662882,0.08421194917545283,0.08475263584752636,0.055285212219518785,0.19640443363071103,0.014463368477967016,0.02987293863206272,0.012030278453636118,0.02716950527169505,0.06420654230873209,0.06069207894025413,0.12881859962151934,0.021492295214922956
515,515,Dear Rockstar (Dear Rockstar #1),"(12,724 view)",romance,book_3_11,0.11722358054876393,0.021054061396359687,0.04034229828850856,0.008557457212713938,0.010459114371094813,0.020239065471339312,0.011545775604455312,0.1970931812007607,0.048763922847052436,0.01752241238793806,0.027845694104862814,0.08272208638956807,0.013990763379516435,0.030019016571583814,0.02132572670469981,0.18676989948383596,0.01942406954631894,0.03382233088834557,0.03681064928008694,0.05446889432219506
516,516,Lucky Girl (Dear Rockstar #2),"(11,398 view)",romance,book_3_12,0.015771526001705033,0.03651605569764138,0.10017050298380224,0.018897414038079003,0.030832622904234164,0.015771526001705033,0.04390451832907077,0.02145495879511225,0.02230747371412333,0.028559249786871275,0.12063086104006822,0.016055697641375394,0.01520318272236431,0.013498152884342144,0.01861324239840864,0.0757317419721512,0.028843421426541636,0.3229610684853652,0.035947712418300665,0.01832907075873828
517,517,Callum & Harper (Sleepless #1),"(12,838 view)",romance,book_3_13,0.034259259259259274,0.4720899470899473,0.015740740740740746,0.02103174603174604,0.018121693121693132,0.07050264550264553,0.017328042328042338,0.024735449735449742,0.015740740740740746,0.017328042328042338,0.057539682539682564,0.015211640211640216,0.018915343915343923,0.07923280423280428,0.014947089947089954,0.029497354497354505,0.018915343915343923,0.014682539682539688,0.013888888888888892,0.030291005291005306
518,518,Thomas & January (Sleepless #2),"(5,186 view)",romance,book_3_14,0.0308641975308642,0.02812071330589849,0.0242798353909465,0.12743484224965707,0.018244170096021948,0.01906721536351166,0.04348422496570645,0.019890260631001373,0.047599451303155016,0.017146776406035666,0.04567901234567901,0.2259259259259259,0.02565157750342936,0.08436213991769548,0.07613168724279835,0.04156378600823045,0.02812071330589849,0.05226337448559671,0.014677640603566529,0.029492455418381344
519,519,Vain (The Seven Deadly #1),"(11,242 view)",romance,book_3_15,0.07716049382716048,0.01719576719576719,0.02160493827160493,0.031011169900058783,0.02572016460905349,0.04541446208112874,0.01719576719576719,0.026308054085831856,0.2667548500881834,0.08597883597883596,0.02572016460905349,0.04012345679012345,0.027189888300999405,0.05276308054085831,0.020723104056437385,0.01690182245737801,0.03042328042328041,0.11478542034097587,0.033950617283950615,0.02307466196355085
520,520,Greed (The Seven Deadly #2),"(9,283 view)",romance,book_3_16,0.09431524547803616,0.0515360321561872,0.047229399942578236,0.018231409704277918,0.02655756531725524,0.07220786678151019,0.015934539190353144,0.08685041630778065,0.02885443583118002,0.017657192075796732,0.17039908125179445,0.1948033304622452,0.02856732701693942,0.014786103933390755,0.020241171403962102,0.017370083261556132,0.021963824289405683,0.010479471719781796,0.030002871088142407,0.03201263278782659
521,521,Long Hard Ride (Rough Riders #1),"(61,376 view)",romance,book_3_17,0.014915161466885606,0.04282977558839629,0.04118773946360154,0.033251231527093604,0.030514504652435687,0.019293924466338264,0.0302408319649699,0.008894362342638205,0.02093596059113301,0.021756978653530386,0.019841269841269844,0.10796387520525454,0.028325123152709363,0.03215654077723044,0.384920634920635,0.017378215654077725,0.07183908045977012,0.015462506841817188,0.046113847837985784,0.012178434592227698
522,522,"Rode Hard, Put Up Wet (Rough Riders #2)","(42,727 view)",romance,book_3_18,0.04163114521170788,0.017760727479397557,0.0450412048877522,0.02344416027280477,0.01974992895709008,0.027422563228189825,0.02287581699346405,0.06294401818698495,0.04390451832907076,0.04219948849104859,0.09505541346973573,0.03424268258027849,0.28886047172492185,0.044757033248081834,0.036231884057971016,0.01605569764137539,0.058965615231599884,0.02344416027280477,0.04248366013071896,0.012929809605001421
523,523,Cowgirl Up and Ride (Rough Riders #3),"(49,920 view)",romance,book_3_19,0.1262382864792503,0.07322623828647924,0.01887550200803213,0.01673360107095046,0.010575635876840694,0.04082998661311914,0.01834002677376171,0.018072289156626502,0.033601070950468534,0.022088353413654616,0.059036144578313236,0.0686746987951807,0.013520749665327977,0.02396251673360106,0.014859437751004012,0.03145917001338688,0.00789825970548862,0.02182061579651941,0.3511378848728246,0.029049531459170008
524,524,"Tied Up, Tied Down (Rough Riders #4)","(49,097 view)",romance,book_3_20,0.0886579420066718,0.06505003849114703,0.012188863228124198,0.012702078521939952,0.02014370028226841,0.013985116756479343,0.010649217346676931,0.128175519630485,0.017064408519373873,0.04785732614831922,0.03169104439312292,0.13767000256607648,0.014241724403387218,0.07659738260200154,0.03348729792147806,0.031947652040030784,0.010649217346676931,0.01552476263792661,0.18976135488837567,0.04195535026943803
525,525,"Rough, Raw, and Ready (Rough Riders #5)","(95,200 view)",romance,book_3_21,0.017551133222775014,0.12313432835820895,0.024737423991155333,0.010641238253178552,0.02114427860696517,0.013128800442233277,0.011470425649530129,0.022802653399668325,0.04795467108899944,0.028883360972913205,0.010641238253178552,0.12092316196793808,0.025566611387506908,0.02114427860696517,0.02169707020453289,0.014510779436152569,0.14248203427307904,0.1148424543946932,0.1947208402432283,0.012023217247097843
526,526,Branded as Trouble (Rough Riders #6),"(39,593 view)",romance,book_3_22,0.011278195488721806,0.04998607630186578,0.01991088833194097,0.02018936229462545,0.0215817321080479,0.06502367028682819,0.017126148705096076,0.034670008354218886,0.07866889445836815,0.031885268727374,0.026037315510999724,0.04915065441381231,0.05917571707045392,0.13492063492063494,0.12740183792815374,0.012113617376775273,0.07031467557783347,0.06084656084656085,0.07839042049568366,0.03132832080200502
527,527,"Strong, Silent Type (Rough Riders #6.5)","(18,687 view)",romance,book_3_23,0.04344729344729345,0.13347578347578348,0.012393162393162393,0.028062678062678058,0.01809116809116809,0.45028490028490026,0.0103988603988604,0.014672364672364671,0.01381766381766382,0.011253561253561254,0.054558404558404563,0.03945868945868946,0.015242165242165243,0.0443019943019943,0.012393162393162393,0.016096866096866096,0.013247863247863248,0.007834757834757834,0.03831908831908832,0.02264957264957265
528,528,Cover Me (Elite Force #1),"(17,876 view)",romance,book_3_24,0.043690675600223335,0.04034059184812954,0.2371580122836404,0.05876605248464545,0.03001116694584031,0.06853713009491905,0.02414852037967616,0.021077610273590168,0.030848687883863763,0.016331658291457288,0.030569514237855942,0.029173646007816863,0.028894472361809045,0.033361250697934115,0.035873813512004464,0.05513679508654383,0.023310999441652703,0.029173646007816863,0.021356783919597992,0.1422389726409827
529,529,Hot Zone (Elite Force #2),"(15,628 view)",romance,book_3_25,0.05783345988357377,0.012781574284991142,0.05201214882308276,0.04467223487724627,0.05024044545684637,0.035560617565173376,0.019109086307263986,0.014806378132118454,0.06061756517337383,0.01809668438370033,0.04188812958744621,0.07352568969881043,0.03480131612250063,0.10237914452037457,0.028473804100227786,0.1411035180966844,0.027208301695773218,0.05580865603644647,0.024171095925082257,0.10491014932928372
530,530,Under Fire (Elite Force #3),"(10,533 view)",romance,book_3_26,0.07755499860763017,0.012670565302144249,0.03327763854079644,0.01239209133945976,0.060011138958507376,0.012949039264828738,0.02353104984683932,0.08173210804789753,0.14884433305485936,0.12071846282372595,0.013227513227513229,0.017404622667780558,0.12127541074909495,0.054998607630186575,0.0976051239209134,0.013784461152882205,0.011835143414090782,0.037733221943748264,0.026594263436368698,0.021860206070732385
531,531,Free Fall (Elite Force #4),"(10,031 view)",romance,book_3_27,0.022829242544206915,0.033386117709158086,0.08933755608339931,0.03734494589601478,0.026260226972816048,0.1138822908419108,0.04420691475323305,0.010952757983636844,0.09356030614937977,0.01649511744523621,0.14766429136975456,0.036289258379519664,0.03233043019266297,0.042623383478490366,0.01649511744523621,0.010952757983636844,0.01596727368698865,0.013855898653998416,0.018342570599102662,0.17722354183161784
532,532,Grayson's Surrender (Wingmen Warriors #1),"(12,640 view)",romance,book_3_28,0.11216787439613526,0.254981884057971,0.07321859903381643,0.0116243961352657,0.02853260869565217,0.030042270531400968,0.028834541062801925,0.017964975845410628,0.035778985507246376,0.04091183574879227,0.012530193236714976,0.02430555555555556,0.022795893719806764,0.030042270531400968,0.034269323671497584,0.05419685990338164,0.03185386473429952,0.02732487922705314,0.02128623188405797,0.10733695652173914
533,533,Taking Cover (Wingmen Warriors #2),"(9,215 view)",romance,book_3_29,0.06817558299039779,0.02674897119341563,0.053086419753086415,0.02043895747599451,0.025377229080932782,0.05418381344307269,0.012757201646090531,0.12908093278463645,0.010288065843621396,0.029766803840877907,0.04979423868312756,0.027572016460905343,0.04074074074074074,0.0906721536351166,0.01577503429355281,0.03882030178326474,0.14855967078189294,0.018244170096021944,0.08930041152263372,0.05061728395061727
534,534,Under Siege (Wingmen Warriors #3),"(8,656 view)",romance,book_3_30,0.05716586151368759,0.026892109500805145,0.01304347826086956,0.01368760064412238,0.01368760064412238,0.018518518518518514,0.018196457326892103,0.011755233494363923,0.045249597423510465,0.023993558776167462,0.019162640901771333,0.10515297906602253,0.043317230273752005,0.25330112721417064,0.1286634460547504,0.08196457326892108,0.014653784219001606,0.04202898550724637,0.011755233494363923,0.05780998389694041
535,535,Private Maneuvers (Wingmen Warriors #4),"(7,332 view)",romance,book_3_31,0.054878048780487805,0.057588075880758816,0.11910569105691055,0.02344173441734417,0.02073170731707317,0.01124661246612466,0.024254742547425483,0.01747967479674797,0.025338753387533875,0.016937669376693762,0.045121951219512194,0.03590785907859079,0.017208672086720868,0.16571815718157182,0.01937669376693767,0.1678861788617886,0.025338753387533875,0.019105691056910568,0.015853658536585366,0.11747967479674795
536,536,Strategic Engagement (Wingmen Warriors #5),"(12,349 view)",romance,book_3_32,0.049299970211498366,0.013553768245457256,0.023086088769734885,0.011170688114387848,0.028745904081024724,0.046916890080428965,0.0415549597855228,0.14134644027405424,0.010872803098004171,0.07849270181709861,0.0451295799821269,0.040959189752755434,0.04751266011319631,0.10262138814417636,0.03261840929401252,0.1455168305034257,0.012064343163538877,0.014447423294608285,0.08445040214477212,0.029639559130175755
537,537,"Anything, Anywhere, Anytime (Wingmen Warriors #6)","(7,917 view)",romance,book_3_33,0.11511885019347705,0.041873963515754564,0.049889441680486465,0.019209508015478164,0.01644555002763958,0.023908236594803758,0.018656716417910446,0.012299613045881702,0.015063571033720288,0.04546710889994472,0.03662244333886125,0.07918739635157546,0.05127142067440575,0.12506909894969598,0.03579325594250967,0.17647871752349364,0.03247650635710337,0.025013819789939197,0.02943615257048093,0.05071862907683803
538,538,Joint Forces (Wingmen Warriors #7),"(7,594 view)",romance,book_3_34,0.028955389304516486,0.033111665281241334,0.039207536713771134,0.0170407315045719,0.039207536713771134,0.018149071765031864,0.02535328345802161,0.05749515101136049,0.014269880853422,0.039207536713771134,0.055001385425325566,0.1627874757550568,0.1087558880576337,0.08409531726239956,0.028401219174286507,0.11817678027154335,0.02341368800221668,0.02147409254641175,0.022305347741756718,0.06359102244389027
539,539,Explosive Alliance (Wingmen Warriors #9),"(8,264 view)",romance,book_3_35,0.043033966609096135,0.11211859527921704,0.021157167530224525,0.022596430627518708,0.031232009211283825,0.018854346574553833,0.015400115141047785,0.018854346574553833,0.019430051813471502,0.01280944156591825,0.023747841105354058,0.06807714450201496,0.1296776050662061,0.0775762809441566,0.039579735175590096,0.2523028209556707,0.019142199194012662,0.023459988485895217,0.03468624064478987,0.01626367299942429
540,540,The Captive's Return (Wingmen Warriors #10),"(10,899 view)",romance,book_3_36,0.058248299319727914,0.06448412698412699,0.016865079365079368,0.03925736961451248,0.01261337868480726,0.02225056689342404,0.027069160997732437,0.00836167800453515,0.02451814058956917,0.014314058956916103,0.2793367346938776,0.02621882086167801,0.04124149659863946,0.04322562358276645,0.029903628117913836,0.18551587301587305,0.0128968253968254,0.02026643990929705,0.014880952380952384,0.05853174603174605
541,541,Awaken to Danger (Wingmen Warriors #11),"(9,093 view)",romance,book_3_37,0.023384353741496604,0.01771541950113379,0.0219671201814059,0.02168367346938776,0.03472222222222223,0.01318027210884354,0.02168367346938776,0.0945294784580499,0.053146258503401364,0.10019841269841273,0.010062358276643993,0.03160430839002268,0.05428004535147393,0.35161564625850344,0.02111678004535148,0.030470521541950117,0.02621882086167801,0.03132086167800454,0.015164399092970526,0.02593537414965987
542,542,Fully Engaged (Wingmen Warriors #12),"(8,933 view)",romance,book_3_38,0.07230813287514318,0.06658075601374569,0.030498281786941576,0.022479954180985102,0.12528636884306985,0.02505727376861397,0.013316151202749135,0.049971363115693,0.022193585337915232,0.07574455899198165,0.06658075601374569,0.046821305841924385,0.06858533791523481,0.027061855670103087,0.12557273768613972,0.024198167239404347,0.0236254295532646,0.01847079037800687,0.04739404352806413,0.048253150057273764
543,543,Holiday Heroes (Wingmen Warriors #13),"(4,120 view)",romance,book_3_39,0.12962962962962965,0.04249933386624035,0.06568078870237146,0.02891020516919798,0.01345590194511058,0.08939515054622969,0.01665334399147349,0.21223021582733814,0.012390087929656277,0.02011723954169997,0.02065014654942713,0.018252065014654945,0.012656541433519852,0.14028776978417268,0.01665334399147349,0.02011723954169997,0.06434852118305356,0.011057820410338398,0.02517985611510792,0.03983479882760459
544,544,Out of Uniform (Wingmen Warriors #14),"(10,165 view)",romance,book_3_40,0.06359278059785674,0.043288212069937965,0.02129159616469261,0.016779469825155106,0.017061477721376197,0.02213761985335589,0.027495769881556685,0.118302312464749,0.012267343485617595,0.048646362098138746,0.04300620417371687,0.0461082910321489,0.027495769881556685,0.1913423575860124,0.053722504230118436,0.12225042301184433,0.02495769881556684,0.03482797518330513,0.0413141567963903,0.024111675126903556
545,545,Unravel Me (Unravel Me #1),"(9,570 view)",romance,book_3_41,0.014569716775599125,0.030637254901960776,0.1793300653594771,0.017293028322440084,0.018382352941176468,0.026279956427015243,0.018654684095860564,0.17116013071895422,0.018382352941176468,0.03826252723311546,0.02001633986928104,0.02410130718954248,0.05814270152505445,0.12758714596949888,0.027369281045751627,0.10879629629629628,0.03036492374727668,0.031998910675381256,0.02410130718954248,0.014569716775599125
546,546,Make Me Yours (Unravel Me #2),"(5,047 view)",romance,book_3_42,0.01462694578636608,0.01838432635534085,0.028314546430488464,0.09755770263016643,0.0154320987654321,0.053542673107890515,0.034487385936661306,0.02777777777777778,0.022946859903381647,0.03609769189479335,0.1021202361782072,0.017042404723564147,0.06186258722490608,0.039318303811057435,0.01945786366076221,0.017579173376274827,0.02402039720880301,0.03797638217928074,0.00899087493290392,0.3224637681159421
547,547,The Impact of You,"(9,291 view)",romance,book_3_43,0.02502120441051739,0.011450381679389313,0.03689567430025445,0.05499010460842522,0.021911224201300542,0.032089341249646595,0.2283008199038733,0.047356516822165684,0.04283290924512299,0.0959852982753746,0.021063047780605037,0.014277636415040994,0.02954481198756008,0.025586655357647724,0.03152389030251625,0.03095843935538592,0.05442465366129488,0.03039298840825558,0.033502968617472435,0.13189143341815102
548,548,Hard to Love,"(9,699 view)",romance,book_3_44,0.011370178468624065,0.011370178468624065,0.028641335636154286,0.09686240644789867,0.032671272308578005,0.015112262521588947,0.1725676453655728,0.014536557282671272,0.03439838802533103,0.15241796200345425,0.011945883707541738,0.020005757052389172,0.0372769142199194,0.14637305699481865,0.05656303972366149,0.011082325849165228,0.02662636729994243,0.07584916522740356,0.021445020149683358,0.022884283246977548
549,549,Resisting Her,"(12,394 view)",romance,book_3_45,0.04319444444444445,0.11930555555555555,0.03208333333333333,0.009861111111111109,0.026805555555555555,0.025972222222222226,0.02430555555555556,0.08847222222222223,0.040972222222222215,0.03180555555555555,0.010694444444444444,0.09236111111111113,0.02958333333333333,0.05180555555555556,0.030972222222222224,0.2509722222222222,0.017361111111111112,0.013472222222222222,0.042916666666666665,0.017083333333333332
550,550,Forgotten,"(14,715 view)",romance,book_3_46,0.06685053848174416,0.06895193065405833,0.046624638823220384,0.020882584712371945,0.04347255056474915,0.23102180194378774,0.02219595482006829,0.15011820330969267,0.020882584712371945,0.035329655897031784,0.047149986866298926,0.05240346729708432,0.02035723666929341,0.04163383241397426,0.014053060152350931,0.04373522458628842,0.02692408720777515,0.011688993958497505,0.021407932755450484,0.014315734173890203
551,551,Skin Deep (Skin Deep #1),"(511,968 view)",romance,book_3_47,0.10129830917874398,0.04785628019323672,0.02943840579710145,0.024909420289855082,0.02158816425120773,0.013737922705314012,0.01645531400966184,0.1070350241545894,0.014945652173913047,0.11126207729468598,0.019172705314009664,0.2093900966183575,0.044836956521739135,0.03457125603864735,0.05389492753623189,0.07019927536231886,0.03517512077294686,0.017059178743961356,0.014643719806763288,0.012530193236714978
552,552,Under My Skin (Skin Deep #2),"(174,706 view)",romance,book_3_48,0.017125134843581444,0.013619201725997844,0.03627292340884574,0.014697950377562028,0.4141046386192017,0.012540453074433655,0.08913160733549083,0.010652642934196332,0.012001078748651564,0.16895900755124055,0.008764832793959008,0.031148867313915862,0.015507011866235168,0.015237324703344119,0.012810140237324704,0.011461704422869472,0.06297195253505933,0.01604638619201726,0.02494606256742179,0.012001078748651564
553,553,Skin to Skin (Skin Deep #3),"(135,851 view)",romance,book_3_49,0.07858099062918343,0.08366800535475236,0.021285140562249,0.0317269076305221,0.02556894243641232,0.18995983935742972,0.017536813922356096,0.04832663989290496,0.020749665327978586,0.01700133868808568,0.1816599732262383,0.07376171352074969,0.03788487282463187,0.024497991967871488,0.0285140562248996,0.016465863453815264,0.038955823293172695,0.023962516733601075,0.014056224899598395,0.025836680053547532
554,554,Skin Tight (Skin Deep #4),"(72,093 view)",romance,book_3_50,0.021158129175946547,0.04714179658500371,0.04714179658500371,0.11940113833209602,0.010269735214055926,0.05605048255382331,0.041450136104924526,0.013239297203662459,0.058772581044295974,0.015219005196733484,0.03377876763177432,0.00903241771838654,0.012744370205394704,0.01670378619153675,0.28495421925266023,0.10356347438752783,0.015961395694135114,0.03650086612224697,0.008784954219252659,0.048131650581539225
555,555,Just One Day (Just One Day #1),"(12,754 view)",romance,book_3_51,0.012975560594608214,0.08402620307382212,0.03363567649281935,0.03766691861929957,0.013227513227513229,0.015243134290753338,0.05404383975812548,0.04925673973293021,0.015495086923658353,0.013983371126228269,0.014487276392038296,0.034895439657344415,0.013731418493323256,0.010707986898463091,0.03867472915091963,0.02254976064499874,0.4052658100277148,0.06941295036533132,0.04572940287226002,0.014991181657848325
556,556,Just One Year (Just One Day #2),"(7,039 view)",romance,book_3_52,0.04072208228379513,0.0586342009515813,0.09417856143296947,0.012734396865379234,0.014133781136300028,0.0163727959697733,0.01581304226140498,0.06311223061852785,0.01889168765743073,0.09725720682899523,0.0163727959697733,0.057514693534844674,0.034284914637559484,0.009095997760985169,0.014693534844668343,0.06171284634760705,0.14847467114469634,0.16610691295829835,0.04128183599216345,0.018611810803246573
557,557,Just One Night (Just One Day #2.5),"(6,337 view)",romance,book_3_53,0.020746310219994433,0.07337788916736285,0.09621275410749094,0.054998607630186575,0.014341409078251184,0.057226399331662486,0.07839042049568365,0.03996101364522417,0.060846560846560836,0.021581732108047896,0.02631578947368421,0.01879699248120301,0.02742968532442216,0.016569200779727098,0.0772765246449457,0.04775828460038986,0.04580896686159844,0.18476747424115844,0.019353940406571984,0.018240044555834032
558,558,If I Stay (If I Stay #1),"(22,132 view)",romance,book_3_54,0.04590570719602978,0.06713537358698649,0.246622553074166,0.05307416597739178,0.016129032258064516,0.01668045216432313,0.1126275158533223,0.017231872070581748,0.037082988695891925,0.02798456024262476,0.02109181141439206,0.02219465122690929,0.04094292803970223,0.04590570719602978,0.05886407499310725,0.02357320099255583,0.026881720430107527,0.07568238213399504,0.017783291976840362,0.02660601047697822
559,559,Where She Went (If I Stay #2),"(21,409 view)",romance,book_3_55,0.02669376693766938,0.017750677506775073,0.03536585365853659,0.058130081300813014,0.010704607046070465,0.018834688346883472,0.1223577235772358,0.01504065040650407,0.035907859078590794,0.0413279132791328,0.012330623306233064,0.018834688346883472,0.01504065040650407,0.018021680216802168,0.2979674796747968,0.06327913279132792,0.045934959349593504,0.10121951219512196,0.025338753387533882,0.019918699186991875
560,560,Reasonable Doubt: Volume 1 (Reasonable Doubt #1),"(52,808 view)",romance,book_3_56,0.012717536813922358,0.032262382864792515,0.040562248995983936,0.034136546184738964,0.02235609103078983,0.01914323962516734,0.042436412315930386,0.011646586345381528,0.01352074966532798,0.020481927710843374,0.011111111111111113,0.0178045515394913,0.017269076305220888,0.014056224899598395,0.017269076305220888,0.011646586345381528,0.5958500669344043,0.024230254350736283,0.03038821954484605,0.011111111111111113
561,561,Reasonable Doubt: Volume 2 (Reasonable Doubt #2),"(45,910 view)",romance,book_3_57,0.0217681623931624,0.09762286324786328,0.054887820512820526,0.024706196581196587,0.019898504273504283,0.011618589743589746,0.0717147435897436,0.021501068376068383,0.05729166666666668,0.07572115384615385,0.019097222222222227,0.044471153846153855,0.0217681623931624,0.023103632478632483,0.051949786324786335,0.23303952991453,0.08079594017094019,0.02657585470085471,0.029513888888888895,0.012954059829059832
562,562,Reasonable Doubt: Volume 3 (Reasonable Doubt #3),"(67,303 view)",romance,book_3_58,0.03267195767195767,0.03584656084656085,0.11177248677248676,0.059126984126984125,0.015211640211640209,0.0123015873015873,0.037698412698412696,0.026587301587301587,0.08664021164021164,0.019973544973544973,0.025,0.012566137566137564,0.01970899470899471,0.018386243386243385,0.292989417989418,0.009126984126984128,0.03373015873015873,0.1152116402116402,0.015476190476190475,0.019973544973544973
563,563,Without You (Love Wanted in Texas #1),"(63,664 view)",romance,book_3_59,0.046000546000546,0.03235053235053235,0.30726180726180724,0.0085995085995086,0.012148512148512149,0.014605514605514604,0.02334152334152334,0.14346164346164347,0.01951951951951952,0.06511056511056511,0.008872508872508872,0.12626262626262627,0.0116025116025116,0.04327054327054327,0.013513513513513514,0.01132951132951133,0.05118755118755119,0.014059514059514059,0.03153153153153153,0.015970515970515967
564,564,Holding You (Love Wanted in Texas #3),"(41,950 view)",romance,book_3_60,0.057227366255144026,0.03819444444444445,0.1688528806584362,0.024048353909465026,0.008616255144032922,0.02147633744855967,0.01658950617283951,0.028420781893004118,0.02199074074074074,0.010931069958847735,0.034079218106995886,0.011702674897119342,0.008873456790123456,0.024819958847736627,0.3316615226337449,0.10969650205761317,0.015303497942386831,0.03279320987654321,0.010416666666666666,0.02430555555555556
565,565,Finding You (Love Wanted in Texas #4),"(32,297 view)",romance,book_3_61,0.022305347741756718,0.11983929066223332,0.2844278193405376,0.016209476309226933,0.017594901634801884,0.015378221113881962,0.016486561374341922,0.03976170684400111,0.01316154059296204,0.01343862565807703,0.019257412025491825,0.017871986699916874,0.013992795788307009,0.016209476309226933,0.1993627043502355,0.026738708783596563,0.09878082571349404,0.02147409254641175,0.019811582155721808,0.007896924355777223
566,566,Promised (One Night #1),"(82,572 view)",romance,book_3_62,0.03234696837829998,0.10255294458949812,0.11821874093414565,0.015520742674789674,0.031186539019437194,0.0712213519002031,0.02422396286626052,0.040179866550623736,0.021032782129387875,0.0593269509718596,0.020162460110240792,0.020452567449956487,0.025094284885407603,0.014940527995358284,0.22874963736582535,0.03205686103858428,0.025094284885407603,0.060197272991006676,0.04656222802436903,0.010879025239338556
567,567,Denied (One Night #2),"(119,122 view)",romance,book_3_63,0.0202842377260982,0.06912144702842378,0.02157622739018088,0.023126614987080102,0.009948320413436695,0.05439276485788115,0.18255813953488376,0.09496124031007756,0.015633074935400518,0.00839793281653747,0.030361757105943164,0.016925064599483206,0.014857881136950909,0.04069767441860466,0.12751937984496126,0.02209302325581396,0.19056847545219646,0.011757105943152458,0.027519379844961247,0.01770025839793282
568,568,The Raven Prince (Princes #1),"(174,250 view)",romance,book_3_64,0.02083333333333333,0.02335858585858586,0.06275252525252525,0.022853535353535355,0.011237373737373735,0.012752525252525251,0.028914141414141413,0.016035353535353538,0.010227272727272729,0.041792929292929284,0.017045454545454544,0.016035353535353538,0.008207070707070708,0.011489898989898991,0.09911616161616163,0.03926767676767677,0.4872474747474748,0.04154040404040404,0.010984848484848484,0.018308080808080808
569,569,The Leopard Prince (Princes #2),"(63,482 view)",romance,book_3_65,0.047713981924508236,0.01209463051568315,0.061802232854864435,0.4552099946836789,0.02060074428495481,0.042131844763423715,0.0158160552897395,0.013689526847421585,0.015284423179160022,0.016347687400318982,0.011297182349813929,0.022727272727272728,0.02139819245082403,0.08120680489101542,0.009170653907496013,0.01687931951089846,0.06392876129718235,0.009436469962785752,0.03947368421052632,0.023790536948431685
570,570,The Serpent Prince (Princes #3),"(83,569 view)",romance,book_3_66,0.02052287581699347,0.008496732026143792,0.03908496732026145,0.17843137254901964,0.024705882352941175,0.07934640522875819,0.016078431372549024,0.012679738562091505,0.04535947712418301,0.03777777777777778,0.10496732026143793,0.022614379084967325,0.025490196078431376,0.0819607843137255,0.013725490196078431,0.021307189542483663,0.04222222222222223,0.01921568627450981,0.029150326797385624,0.17686274509803926
571,571,The Ice Princess (Princes #3.5),"(17,416 view)",romance,book_3_67,0.018143459915611813,0.011954992967651195,0.024894514767932488,0.3413502109704641,0.018424753867791844,0.026582278481012658,0.045710267229254566,0.011673699015471169,0.08565400843881857,0.049367088607594936,0.019268635724331927,0.01729957805907173,0.041772151898734185,0.009704641350210971,0.043741209563994375,0.01617440225035162,0.06736990154711674,0.037271448663853735,0.0260196905766526,0.08762306610407876
572,572,To Taste Temptation (Legend of the Four Soldiers #1),"(47,599 view)",romance,book_3_68,0.014531893004115228,0.018904320987654325,0.08680555555555558,0.3656121399176955,0.030735596707818925,0.05131172839506173,0.012988683127572018,0.008873456790123458,0.016846707818930044,0.02481995884773663,0.010673868312757205,0.0356224279835391,0.0399948559670782,0.032021604938271615,0.012474279835390949,0.01427469135802469,0.11098251028806587,0.008101851851851853,0.0621141975308642,0.04230967078189301
573,573,To Seduce a Sinner (Legend of the Four Soldiers #2),"(134,129 view)",romance,book_3_69,0.020772946859903385,0.020450885668276974,0.019484702093397747,0.4394524959742352,0.012077294685990341,0.016908212560386476,0.02721417069243157,0.01239935587761675,0.03784219001610307,0.01175523349436393,0.011433172302737523,0.036231884057971016,0.12995169082125607,0.012721417069243159,0.021739130434782608,0.05362318840579711,0.04847020933977456,0.017552334943639294,0.01884057971014493,0.031078904991948476
