,book_no,title,view,category,book_id,0,1,2,3,4,5,6,7
51,51,Hotshot (Buchanan-Renard #11),"(170,220 view)",romance,book_1_51,0.051658163265306124,0.08765589569160998,0.20953798185941044,0.08652210884353742,0.09842687074829932,0.1267715419501134,0.0689484126984127,0.27047902494331066
52,52,Sweet Talk (Buchanan-Renard #10),"(186,639 view)",romance,book_1_52,0.06506944444444444,0.03229166666666667,0.413125,0.058958333333333335,0.07201388888888889,0.11340277777777777,0.06923611111111111,0.17590277777777774
53,53,The Ideal Man (Buchanan-Renard #9),"(213,606 view)",romance,book_1_53,0.06662870159453302,0.041571753986332574,0.30606175651733736,0.08535813718046065,0.07042520880789674,0.06561629967096938,0.12737281700835232,0.23696532523411795
54,54,Sizzle (Buchanan-Renard #8),"(173,451 view)",romance,book_1_54,0.04257955138236828,0.037102243088158585,0.4883281168492436,0.03501564945226917,0.1096113719353156,0.05848982785602504,0.04049295774647888,0.18838028169014084
55,55,Fire and Ice (Buchanan-Renard #7),"(136,814 view)",romance,book_1_55,0.06657537819509651,0.038145539906103296,0.5407537819509651,0.0590114762649974,0.04153625456442359,0.061098069900886814,0.06866197183098594,0.12421752738654147
56,56,Shadow Dance (Buchanan-Renard #6),"(157,426 view)",romance,book_1_56,0.1917144417144417,0.03228228228228228,0.13001638001638002,0.06285831285831286,0.1665984165984166,0.08060333060333061,0.2277504777504777,0.10817635817635818
57,57,Slow Burn (Buchanan-Renard #5),"(159,622 view)",romance,book_1_57,0.21099004573580848,0.06732580037664783,0.11279257465698145,0.214756524078558,0.10149313962873284,0.16364003228410007,0.058985741189131025,0.07001614205004035
58,58,Killjoy (Buchanan-Renard #3),"(182,050 view)",romance,book_1_58,0.08244389709906952,0.02770935960591133,0.1949233716475096,0.03728790366721401,0.08819102353585112,0.06492884510125889,0.3344964422550629,0.1700191570881226
59,59,Mercy (Buchanan-Renard #2),"(247,545 view)",romance,book_1_59,0.14324894514767933,0.04507735583684951,0.061673699015471165,0.03776371308016878,0.059423347398030936,0.12468354430379748,0.4349507735583685,0.09317862165963432
60,60,Heartbreaker (Buchanan-Renard #1),"(289,108 view)",romance,book_1_60,0.22369157570668904,0.03589420654911839,0.04317100475790652,0.05716484746711448,0.05940386230058775,0.11118108032465716,0.2444024629163168,0.22509095997760986
61,61,His Unlikely Lover (Unwanted #3),"(893,013 view)",romance,book_1_61,0.6612290356394129,0.021291928721174,0.02469863731656184,0.03649109014675052,0.07763364779874213,0.03753930817610062,0.09204664570230607,0.049069706498951766
62,62,A Husband's Regret (Unwanted #2),"(1,894,015 view)",romance,book_1_62,0.17268270944741532,0.035724896019013665,0.2371509209744504,0.058600713012477726,0.07167260843731432,0.13168449197860962,0.09217171717171717,0.2003119429590018
63,63,A Ruthless Proposition,"(2,113,902 view)",romance,book_1_63,0.07575113378684807,0.03720238095238095,0.19196428571428573,0.05817743764172336,0.029832766439909293,0.24383503401360546,0.18147675736961447,0.18176020408163265
64,64,Saving Grace,"(348,398 view)",romance,book_1_64,0.0625667735042735,0.036124465811965815,0.14269497863247865,0.05215010683760684,0.12293002136752135,0.08847489316239318,0.23644497863247865,0.25861378205128205
65,65,The Prize,"(265,896 view)",romance,book_1_65,0.046009187482055715,0.045434969853574515,0.10515360321561873,0.03797014068331898,0.08275911570485216,0.06151306345104796,0.2768446741314959,0.3443152454780362
66,66,Honor's Splendour,"(487,230 view)",romance,book_1_66,0.06922281323877069,0.036125886524822695,0.0922724586288416,0.033466312056737585,0.37330082742316784,0.18003841607565013,0.11532210401891252,0.10025118203309692
67,67,Shadow Music (Highlands' Lairds #3),"(353,634 view)",romance,book_1_67,0.0968871015787906,0.036416443252904385,0.12667560321715818,0.06352397974381889,0.07007745010425975,0.10969615728328863,0.1734435507893953,0.32327971403038425
68,68,Ransom (Highlands' Lairds #2),"(592,563 view)",romance,book_1_68,0.045460543679070986,0.054697809448403266,0.0734362628661916,0.02804169965690156,0.0504750593824228,0.1275402480865664,0.5793745051464766,0.04097387173396674
69,69,The Secret (Highlands' Lairds #1),"(731,630 view)",romance,book_1_69,0.08173323092677931,0.0228494623655914,0.21306963645673324,0.0673963133640553,0.05382744495647721,0.04435483870967742,0.21793394777265745,0.29883512544802865
70,70,The Wedding (Lairds' Fiancees #2),"(634,620 view)",romance,book_1_70,0.1170286828181565,0.1599136730715678,0.07080200501253132,0.0384990253411306,0.3350737956001114,0.08277638540796435,0.12928153717627405,0.06662489557226399
71,71,Archer's Voice,"(192,807 view)",romance,book_1_71,0.05484825102880659,0.3742926954732511,0.06127829218106996,0.043531378600823054,0.04250257201646091,0.10088734567901236,0.23823302469135804,0.08442644032921813
72,72,Addicted,"(40,408 view)",romance,book_1_72,0.05561840120663649,0.14435646053293116,0.5123805932629463,0.05536701860231272,0.04807692307692309,0.07623177476118655,0.03500502765208648,0.0729638009049774
73,73,A Kingdom of Dreams (Westmoreland Saga #1),"(1,383,436 view)",romance,book_1_73,0.4717870612126486,0.04242819843342036,0.04242819843342036,0.11872642877864807,0.030243690165361176,0.12481868291267767,0.08449376269219609,0.08507397737162749
74,74,Tangled (Tangled #1),"(319,406 view)",romance,book_1_74,0.17613960113960114,0.02884615384615385,0.10092592592592592,0.04878917378917379,0.08098290598290599,0.08924501424501424,0.04878917378917379,0.4262820512820513
75,75,Mystery Man (Dream Man #1),"(1,225,621 view)",romance,book_1_75,0.25643716764623564,0.07255807444724321,0.08683179401063533,0.12629443045060176,0.11034144976210468,0.1218164007836552,0.13860901203470474,0.08711167086481947
76,76,A Knight in Shining Armor (Montgomery/Taggart #15),"(99,614 view)",romance,book_1_76,0.11588235294117645,0.04320261437908497,0.2965359477124183,0.02908496732026144,0.04947712418300654,0.07405228758169935,0.17601307189542484,0.2157516339869281
77,77,The Bride (Lairds' Fiancees #1),"(973,587 view)",romance,book_1_77,0.06720196759259259,0.11436631944444445,0.0906394675925926,0.0744357638888889,0.10539641203703703,0.22316261574074076,0.2515190972222222,0.07327835648148147
78,78,Seduction and Snacks (Chocolate Lovers #1),"(431,673 view)",romance,book_1_78,0.05549256739732932,0.2772108843537415,0.06733434114386498,0.2870370370370371,0.08572688334593097,0.06229528848576469,0.0786722096245906,0.08623078861174101
79,79,Ten Tiny Breaths (Ten Tiny Breaths #1),"(110,369 view)",romance,book_1_79,0.4701336675020886,0.034878863826232245,0.04184071289334447,0.037106655527708164,0.03933444722918407,0.17940685045948204,0.06328320802005012,0.13401559454191034
80,80,The Bronze Horseman (The Bronze Horseman #1),"(103,017 view)",romance,book_1_80,0.2554916985951469,0.0570242656449553,0.13952745849297574,0.04067688378033205,0.2148786717752235,0.16915708812260535,0.026883780332056198,0.09636015325670498
81,81,The Edge of Never (The Edge of Never #1),"(62,950 view)",romance,book_1_81,0.041425420457678525,0.1892059553349876,0.054383788254756,0.06623931623931624,0.04280397022332506,0.23580093741384064,0.19168734491315134,0.17845326716294455
82,82,Born in Fire (Born In Trilogy #1),"(87,957 view)",romance,book_1_82,0.08642722625773472,0.02401129943502825,0.1652542372881356,0.14965025558245898,0.055488297013720746,0.06167608286252354,0.3083804143126177,0.14911218724778047
83,83,The Sea of Tranquility,"(30,683 view)",romance,book_1_83,0.14707666181465312,0.029657933042212526,0.4187894226103834,0.09224890829694324,0.08060407569141195,0.03911935953420671,0.09152110625909754,0.10098253275109173
84,84,The Fiery Cross (Outlander #5),"(454,893 view)",romance,book_1_84,0.17426012461059187,0.10079179646936652,0.13350207684319831,0.04887071651090341,0.26486240913811004,0.10961838006230527,0.08261941848390446,0.08547507788161993
85,85,Vacant,"(21,482 view)",romance,book_1_85,0.0550925925925926,0.16064814814814815,0.034193121693121685,0.07228835978835979,0.5077380952380952,0.0587962962962963,0.0333994708994709,0.07784391534391534
86,86,The Silver Linings Playbook,"(9,858 view)",romance,book_1_86,0.04542042042042042,0.03641141141141141,0.2313063063063063,0.05202702702702703,0.10037537537537536,0.20157657657657654,0.1997747747747748,0.1331081081081081
87,87,The Secret of Ella and Micha (The Secret #1),"(20,192 view)",romance,book_1_87,0.145458440445587,0.14974293059125968,0.03691802342187947,0.08376178234790063,0.1520279920022851,0.2362896315338475,0.08347614967152242,0.11232504998571838
88,88,Night World : Daughters of Darkness (Night World #2),"(6,041 view)",romance,book_1_88,0.10027275337352858,0.08161068044788976,0.20908699397071487,0.13730979041056562,0.0974016652311226,0.21482917025552686,0.044573643410852716,0.11491530289979905
89,89,Night World : Huntress (Night World #7),"(4,954 view)",romance,book_1_89,0.13318748342614692,0.05124635375232034,0.4760673561389552,0.04116945107398568,0.03666136303367807,0.07007425086184038,0.05840625828692655,0.13318748342614692
90,90,Blue Bloods (Blue Bloods #1),"(15,966 view)",romance,book_1_90,0.5796633763604151,0.025373323209314097,0.05523917995444192,0.057517084282460135,0.05979498861047836,0.04410275879524171,0.03575044292584156,0.14255884586180714
91,91,Collide (Collide #1),"(28,950 view)",romance,book_1_91,0.11931818181818182,0.2596099887766554,0.10781425364758697,0.036826599326599326,0.14569304152637486,0.08957631874298541,0.14148428731762064,0.09967732884399552
92,92,Losing Control (The Hunter Pact #1),"(27,571 view)",romance,book_1_92,0.05842911877394636,0.06314470969643382,0.12474211612142648,0.05842911877394636,0.02571470674918951,0.2016651930445034,0.11707928087238433,0.3507957559681697
93,93,Kissing Coffins (Vampire Kisses #2),"(7,620 view)",romance,book_1_93,0.05594351334574799,0.19529795158286775,0.051908752327746735,0.059667908131595275,0.07332402234636871,0.2437150837988827,0.178227808814401,0.14191495965238982
94,94,Vampireville (Vampire Kisses #3),"(4,696 view)",romance,book_1_94,0.0460978835978836,0.03287037037037037,0.2281084656084656,0.02863756613756614,0.06461640211640211,0.12202380952380952,0.1162037037037037,0.36144179894179895
95,95,Devoured (Devoured #1),"(52,886 view)",romance,book_1_95,0.09961948249619484,0.1882039573820396,0.0910958904109589,0.2600456621004566,0.07009132420091324,0.16263318112633182,0.07983257229832573,0.0484779299847793
96,96,Someone to Love (Someone to Love #1),"(43,949 view)",romance,book_1_96,0.0814003436426117,0.0902777777777778,0.1905068728522337,0.14898339060710195,0.0659364261168385,0.16473367697594504,0.046463344788087065,0.2116981672394044
97,97,Love Bites (Vampire Kisses #7),"(5,908 view)",romance,book_1_97,0.06095679012345679,0.10865600448933782,0.07695005611672279,0.17796015712682378,0.0943462401795735,0.2955246913580247,0.06572671156004489,0.11987934904601573
98,98,Fate Interrupted (Fate Interrupted #1),"(14,261 view)",romance,book_1_98,0.12210512620348685,0.03155087171480614,0.4796383034087952,0.07656778558417902,0.04690346083788706,0.08489461358313817,0.06095498308613063,0.09738485558157688
99,99,The Long Hot Summer (The Blackstones of Virgina #1),"(22,182 view)",romance,book_1_99,0.4923184357541899,0.028941651148355063,0.05408131595282433,0.04756362507759156,0.050667287399130984,0.16767535692116695,0.045080695220360026,0.11367163252638113
100,100,The Unwanted Wife (Unwanted #1),"(311,260 view)",romance,book_1_100,0.07973251028806584,0.14263668430335094,0.05268959435626102,0.11853321575543795,0.08443562610229277,0.10912698412698413,0.19113756613756613,0.2217078189300412
101,101,Shattered (The Secret Life of Trystan Scott #4),"(16,973 view)",romance,book_1_101,0.1907814407814408,0.020085470085470087,0.3468253968253968,0.020085470085470087,0.04010989010989011,0.08699633699633699,0.03644688644688645,0.2586691086691087
102,102,Secrets Vol 2 Ella Steele (Secrets #2),"(17,742 view)",romance,book_1_102,0.05940386230058775,0.04037223621606493,0.06388189196753429,0.02413937867338371,0.07815561153092639,0.09774699132381752,0.4926532325776658,0.1436467954100196
103,103,Going Under (Going Under #1),"(20,169 view)",romance,book_1_103,0.12053080308030804,0.0470984598459846,0.1972634763476348,0.08202695269526952,0.073501100110011,0.11448019801980197,0.04214796479647965,0.32295104510451045
104,104,Shallow (Going Under #2),"(16,990 view)",romance,book_1_104,0.20928753180661575,0.050678541136556406,0.04700310998020922,0.2073084534916596,0.0942182640655923,0.2412355103194798,0.07979926491376874,0.07046932428611817
105,105,Beauty from Pain (Beauty #1),"(114,634 view)",romance,book_1_105,0.10116756479343084,0.03137028483448807,0.20175776238131896,0.057287657172183724,0.1550551706440852,0.04625352835514498,0.2800230946882217,0.1270849371311265
106,106,Beauty from Surrender (Beauty #2),"(70,048 view)",romance,book_1_106,0.14640255009107467,0.05016697024893746,0.2092440801457195,0.048041894353369766,0.1989222829386764,0.07718579234972678,0.1060261080752884,0.16401032179720704
107,107,Awaken To Pleasure,"(183,241 view)",romance,book_1_107,0.08305203938115331,0.07489451476793249,0.07686357243319268,0.1280590717299578,0.08305203938115331,0.09824191279887484,0.11652601969057665,0.3393108298171589
108,108,Love's Prisoner (Wyndham Werewolf #1),"(22,108 view)",romance,book_1_108,0.14786018075491758,0.060672514619883024,0.1954412546517809,0.09815257841573627,0.06333067517278043,0.09549441786283888,0.08645667198298776,0.2525917065390749
109,109,Jared's Wolf (Wyndham Werewolf #2),"(14,677 view)",romance,book_1_109,0.26343029350104824,0.022602201257861637,0.1882206498951782,0.12113469601677147,0.1221829140461216,0.04671121593291405,0.08968815513626835,0.14602987421383648
110,110,Effortless (Thoughtless #2),"(10,167 view)",romance,book_1_110,0.07977777777777778,0.1425925925925926,0.0782962962962963,0.17814814814814814,0.2228888888888889,0.08422222222222223,0.05192592592592592,0.16214814814814815
111,111,Reckless (Thoughtless #3),"(20,321 view)",romance,book_1_111,0.22228535353535356,0.02455808080808081,0.216729797979798,0.04526515151515152,0.12960858585858587,0.0831439393939394,0.06142676767676768,0.2169823232323232
112,112,Collision Course,"(12,055 view)",romance,book_1_112,0.2570608317815021,0.06618559900682805,0.07891061452513964,0.21174736188702664,0.0584264432029795,0.20740223463687146,0.04321849782743637,0.077048417132216
113,113,Thoughtless (Thoughtless #1),"(66,352 view)",romance,book_1_113,0.23840277777777774,0.028958333333333326,0.07201388888888889,0.03201388888888889,0.060347222222222226,0.185625,0.05256944444444445,0.3300694444444445
114,114,The Lonely (The Lonely #1),"(26,686 view)",romance,book_1_114,0.06560140237324702,0.07342233009708737,0.33744606256742177,0.047262675296655884,0.03998112189859763,0.07665857605177992,0.2568096008629989,0.10281823085221144
115,115,Lost Boy (The Lonely #2),"(12,030 view)",romance,book_1_115,0.5789303289303289,0.033216783216783216,0.04098679098679098,0.10185185185185183,0.06455581455581455,0.10677285677285678,0.043835793835793835,0.02984977984977985
116,116,The Long Way Home,"(62,549 view)",romance,book_1_116,0.08219954648526077,0.043146888384983616,0.03029730410682792,0.09782060972537164,0.13233812043335852,0.04213907785336357,0.08900226757369614,0.4830561854371378
117,117,On Dublin Street (On Dublin Street #1),"(68,910 view)",romance,book_1_117,0.5626251251251251,0.03734984984984985,0.059872372372372376,0.06212462462462464,0.07213463463463464,0.044607107107107115,0.02784034034034034,0.13344594594594594
118,118,Until Fountain Bridge (On Dublin Street #2),"(22,714 view)",romance,book_1_118,0.15581891146225232,0.07706295460245799,0.06552545773764737,0.14352896914973665,0.06803360922999749,0.09411838475043892,0.047717582141961375,0.3481941309255079
119,119,Down London Road (On Dublin Street #2),"(44,696 view)",romance,book_1_119,0.07840394351185719,0.1133093525179856,0.14794830802025047,0.053890221156408215,0.1927124966693312,0.12316813216093793,0.02351452171596056,0.26705302424726884
120,120,Castle Hill (On Dublin Street #3),"(14,585 view)",romance,book_1_120,0.05806010928961749,0.047738312082574376,0.07232847601700061,0.076578627808136,0.3385701275045537,0.18951123254401944,0.13243776563448695,0.08477534911961143
121,121,Before Jamaica Lane (On Dublin Street #3),"(32,094 view)",romance,book_1_121,0.1283902012248469,0.030110819480898218,0.10418489355497228,0.12868183143773695,0.149970836978711,0.11993292505103527,0.04294254884806066,0.2957859434237387
122,122,Some Girls Are,"(18,816 view)",romance,book_1_122,0.3498803827751196,0.07821637426900585,0.06944444444444445,0.031432748538011694,0.06678628389154705,0.08140616693248272,0.060140882509303564,0.2626927166400851
123,123,Cracked Up To Be,"(24,410 view)",romance,book_1_123,0.1969754492533536,0.09598835737787903,0.1030751708428246,0.14787395596051633,0.14281194634269806,0.11168058719311566,0.03372563907871425,0.16786889395089852
124,124,Fall With Me,"(25,770 view)",romance,book_1_124,0.3931870669745958,0.061393379522709776,0.0657557095201437,0.04009494482935592,0.047536566589684366,0.07294072363356427,0.0436874518860662,0.2754041570438799
