,book_no,title,view,category,book_id,0,1,2,3,4,5,6,7
737,737,My Lady Quicksilver (London Steampunk #3),"(7,710 view)",romance,book_3_233,0.4091880341880342,0.03511396011396011,0.07727920227920228,0.13397435897435894,0.09408831908831908,0.11175213675213676,0.031125356125356125,0.10747863247863247
738,738,Heart of Iron (London Steampunk #2),"(6,140 view)",romance,book_3_234,0.09892429193899782,0.08558006535947713,0.029752178649237473,0.21847766884531591,0.04581971677559913,0.05780228758169935,0.4170070806100218,0.04663671023965142
739,739,Tarnished Knight (London Steampunk #2),"(5,368 view)",romance,book_3_235,0.1258087201125176,0.04113924050632911,0.3505625879043601,0.03185654008438819,0.07180028129395218,0.06392405063291139,0.2307313642756681,0.08417721518987342
740,740,Silent Blade (Kinsmen #1),"(6,218 view)",romance,book_3_236,0.0941400304414003,0.051217656012176566,0.0454337899543379,0.0667427701674277,0.07161339421613394,0.1601978691019787,0.3300608828006088,0.18059360730593607
741,741,Silver Shark (Kinsmen #2),"(6,240 view)",romance,book_3_237,0.09892429193899782,0.08558006535947713,0.029752178649237473,0.21847766884531591,0.04581971677559913,0.05780228758169935,0.4170070806100218,0.04663671023965142
742,742,A Mere Formality,"(4,452 view)",romance,book_3_238,0.08530239099859352,0.12946554149085795,0.07883263009845289,0.1471870604781997,0.12158931082981715,0.11568213783403655,0.2619549929676512,0.059985935302391
743,743,His Lordship Possessed,"(6,481 view)",romance,book_3_239,0.08414168136390357,0.04122574955908289,0.0444591416813639,0.15027924750146973,0.08355379188712522,0.2934303350970018,0.2225896531452087,0.0803203997648442
744,744,Her Ladyship's Curse,"(5,172 view)",romance,book_3_240,0.2778429838288993,0.02901669274908712,0.14717005738132502,0.11978351591027647,0.1988132498695879,0.07387845592070942,0.034233176838810636,0.11926186750130413
745,745,Most Wanted (Love Slaves of the Alphas #1),"(17,801 view)",romance,book_3_241,0.18026770293609676,0.07692861255037421,0.26691134139320666,0.13708981001727116,0.17566206102475532,0.06167242371905585,0.02885722510074842,0.07261082325849165
746,746,The Alpha's Concubine (Love Slaves of the Alphas #2),"(14,858 view)",romance,book_3_242,0.15039784029553852,0.052358624609263986,0.2600880932082978,0.10294117647058824,0.08304916169366297,0.09839443023586246,0.037865870986075585,0.2149048025007104
747,747,Konnor and His Omega Mate (Love Slaves of the Alphas #3),"(12,383 view)",romance,book_3_243,0.16927523970671182,0.14474055273547662,0.15235476593344616,0.21524252679075015,0.0821347997743937,0.10046531302876482,0.06126621545403273,0.07452058657642416
748,748,Reluctant Alpha (Love Slaves of the Alphas #4),"(14,928 view)",romance,book_3_244,0.053515007898894136,0.09827540810953132,0.2230779357556608,0.12908109531332276,0.11854923644023167,0.09827540810953132,0.2093865192206424,0.06983938915218535
749,749,Captive Wolf (Love Slaves of the Alphas #5),"(13,583 view)",romance,book_3_245,0.08601953601953602,0.1211843711843712,0.33095238095238105,0.09383394383394383,0.13949938949938953,0.1224053724053724,0.0637973137973138,0.04230769230769232
750,750,Wolf's Bounty (Love Slaves of the Alphas #6),"(11,158 view)",romance,book_3_246,0.06197161835748793,0.09246678743961352,0.171875,0.09065519323671498,0.08914553140096618,0.251887077294686,0.15194746376811594,0.09005132850241546
751,751,Wicked as They Come (Blud #1),"(11,769 view)",romance,book_3_247,0.06756944444444446,0.21201388888888886,0.07701388888888891,0.2447916666666667,0.08895833333333335,0.1959027777777778,0.06145833333333334,0.052291666666666674
752,752,Wicked as She Wants (Blud #2),"(5,421 view)",romance,book_3_248,0.2182249322493225,0.15508130081300814,0.07757452574525746,0.2071138211382114,0.11334688346883467,0.08814363143631436,0.07161246612466125,0.06890243902439025
753,753,Wicked After Midnight (Blud #3),"(5,156 view)",romance,book_3_249,0.0878968253968254,0.06276455026455026,0.1109126984126984,0.09583333333333334,0.0789021164021164,0.08101851851851853,0.16355820105820107,0.3191137566137566
754,754,The Mysterious Madam Morpho (Blud #1),"(2,968 view)",romance,book_3_250,0.4154219077568134,0.03858752620545074,0.08235062893081761,0.07475104821802935,0.052214360587002094,0.05614517819706498,0.1072458071278826,0.1732835429769392
755,755,The Peculiar Pets of Miss Pleasance (Blud #2),"(2,834 view)",romance,book_3_251,0.6366188769414576,0.018458781362007168,0.06696535244922341,0.031839904420549583,0.11021505376344086,0.046415770609318986,0.03351254480286738,0.055973715651135014
756,756,The Damsel and the Daggerman (Blud #3),"(3,443 view)",romance,book_4_0,0.06173611111111111,0.08868055555555555,0.042291666666666665,0.3350694444444444,0.1778472222222222,0.20895833333333333,0.028958333333333326,0.056458333333333326
757,757,Born (Born #1),"(17,970 view)",romance,book_4_1,0.05001402918069585,0.0800364758698092,0.08873456790123457,0.13839786756453426,0.1703843995510662,0.07442480359147026,0.24053030303030304,0.15747755331088664
758,758,Master of the Highlands (Highlands #1),"(66,720 view)",romance,book_4_2,0.19738955823293167,0.04933065595716198,0.07530120481927711,0.29002677376171354,0.24129852744310576,0.053882195448460506,0.035408299866131185,0.0573627844712182
759,759,Sword of the Highlands (Highlands #2),"(37,485 view)",romance,book_4_3,0.18407043407043408,0.04292929292929293,0.04183729183729184,0.3880016380016379,0.1261943761943762,0.09425334425334424,0.040745290745290735,0.08196833196833196
760,760,Warrior of the Highlands (Highlands #3),"(45,006 view)",romance,book_4_4,0.07342704149933066,0.10073627844712182,0.10930388219544844,0.22951807228915666,0.23032128514056224,0.1532128514056225,0.07583668005354753,0.027643908969210176
761,761,Lord of the Highlands (Highlands #4),"(29,953 view)",romance,book_4_5,0.07461734693877553,0.07405045351473923,0.04854024943310658,0.0870890022675737,0.060445011337868476,0.4345946712018141,0.11174886621315193,0.10891439909297053
762,762,Grimspace (Sirantha Jax #1),"(9,209 view)",romance,book_4_6,0.0508078231292517,0.04967403628117914,0.11685090702947845,0.06101190476190476,0.05874433106575964,0.3677012471655329,0.1256377551020408,0.1695719954648526
763,763,Wanderlust (Sirantha Jax #2),"(5,621 view)",romance,book_4_7,0.15658488437676255,0.04011562323745065,0.1151297236322617,0.16589114495205864,0.1154117315284828,0.32099548787366045,0.0330654258319233,0.05280597856739989
764,764,Doubleblind (Sirantha Jax #3),"(5,510 view)",romance,book_4_8,0.08699223416965353,0.12343189964157708,0.09684886499402627,0.1105884109916368,0.07743428912783752,0.18107825567502986,0.19631123058542413,0.12731481481481485
765,765,Obsession,"(31,436 view)",romance,book_4_9,0.05929346232776313,0.2463353855174436,0.09916446789797713,0.19913515098211668,0.12554969217238346,0.1853562005277045,0.032908238053356784,0.05225740252125476
766,766,Skye's Trail (The Angelini #1),"(6,792 view)",romance,book_4_10,0.06202734147760325,0.4337550901687027,0.07860674810936591,0.11147469458987784,0.09693135543920883,0.10711169284467714,0.04893833624200116,0.061154741128563124
767,767,Awaken Me Darkly (Alien Huntress #1),"(17,858 view)",romance,book_4_11,0.05241228070175439,0.26206140350877194,0.0658625730994152,0.2342836257309941,0.08691520467836257,0.1790204678362573,0.05738304093567252,0.06206140350877193
768,768,Enslave Me Sweetly (Alien Huntress #2),"(11,464 view)",romance,book_4_12,0.08199285075960679,0.3086833482275841,0.06739648495680667,0.14931486446231754,0.07514149538278225,0.2005510872803098,0.04565087876079833,0.07126899016979446
769,769,Savor Me Slowly (Alien Huntress #3),"(7,159 view)",romance,book_4_13,0.1526028547439127,0.1128603414497621,0.16379792891127906,0.11649874055415615,0.1251749230338651,0.07955499580184719,0.0378533445284075,0.21165687097677024
770,770,Seduce the Darkness (Alien Huntress #4),"(11,503 view)",romance,book_4_14,0.27580820429231195,0.07260255365389841,0.35975278456941057,0.05249932083672915,0.07885085574572129,0.031581092094539534,0.035656071719641406,0.09324911708774793
771,771,Dark Taste of Rapture (Alien Huntress #6),"(10,218 view)",romance,book_4_15,0.12316561844863733,0.026130578017370468,0.10339922132374962,0.04290206648697215,0.02732854147948488,0.09321653189577718,0.08722671458520515,0.4966307277628033
772,772,Unravel Me (Shatter Me #2),"(14,115 view)",romance,book_4_16,0.055627518710420265,0.18516119746689694,0.12240932642487047,0.20185664939550949,0.15666378814047208,0.16702648244099022,0.07635290731145654,0.034902130109384005
773,773,Transcendence,"(23,176 view)",romance,book_4_17,0.04870711725550436,0.21870199692780334,0.09325396825396826,0.22382232462877624,0.20180491551459293,0.051267281105990783,0.05945980542754736,0.1029825908858167
774,774,A Bone to Pick (Aurora Teagarden #2),"(3,747 view)",romance,book_4_18,0.4576305220883534,0.0356760374832664,0.0573627844712182,0.034872824631860776,0.023092369477911646,0.15481927710843374,0.034872824631860776,0.20167336010709505
775,775,"Three Bedrooms, One Corpse (Aurora Teagarden #3)","(4,374 view)",romance,book_4_19,0.3618087265347539,0.0436960933536276,0.21340690005073568,0.037861491628614914,0.06399036022323694,0.11599441907661084,0.061707255200405875,0.1015347539320142
776,776,The Julius House (Aurora Teagarden #4),"(3,884 view)",romance,book_4_20,0.4321353343865192,0.05246182201158504,0.07563191153238548,0.05167193259610321,0.04851237493417588,0.1269747235387046,0.09906529752501317,0.11354660347551344
777,777,Dead Over Heels (Aurora Teagarden #5),"(3,253 view)",romance,book_4_21,0.4187100893997446,0.06545338441890168,0.04961685823754789,0.056768837803320565,0.035568326947637285,0.2008301404853129,0.05574712643678161,0.11730523627075352
778,778,A Fool And His Honey (Aurora Teagarden #6),"(3,577 view)",romance,book_4_22,0.1325880758807588,0.09491869918699188,0.06537940379403794,0.049661246612466126,0.059959349593495935,0.2586043360433604,0.07432249322493224,0.2645663956639566
779,779,Last Scene Alive (Aurora Teagarden #7),"(3,612 view)",romance,book_4_23,0.09470019892014776,0.11288718385905085,0.15579710144927536,0.4089940323955669,0.06315714691673771,0.08191247513498152,0.0392867291844274,0.04326513213981245
780,780,Poppy Done to Death (Aurora Teagarden #8),"(3,525 view)",romance,book_4_24,0.4369318181818183,0.029103535353535364,0.04021464646464648,0.07809343434343435,0.06875000000000002,0.24627525252525256,0.04097222222222223,0.059659090909090925
781,781,Blood Brothers (Sign of Seven #1),"(9,826 view)",romance,book_4_25,0.14077102803738314,0.1096183800623053,0.040563343717549334,0.03718847352024922,0.055360851505711316,0.2277388369678089,0.07119678089304257,0.3175623052959501
782,782,The Hollow (Sign of Seven #2),"(7,094 view)",romance,book_4_26,0.08002336448598132,0.12467549325025963,0.06522585669781933,0.035111630321910704,0.033034787123572176,0.41257788161993775,0.06392782969885775,0.1854231568016615
783,783,The Alpha's Pet (Dark Hollow Wolf Pack #1),"(30,376 view)",romance,book_4_27,0.08846469622331693,0.2477422003284072,0.17795566502463053,0.05425561029009305,0.10214833059660644,0.11993705528188288,0.09092775041050903,0.11856869184455393
784,784,Cry Wolf (Dark Hollow Wolf Pack #2),"(12,403 view)",romance,book_4_28,0.7364848031888391,0.02098903836571998,0.02298206278026906,0.025473343298455402,0.04067015445939213,0.04739661185849527,0.04963876432486298,0.05636522172396612
785,785,Logan's Choice (Dark Hollow Wolf Pack #3),"(19,457 view)",romance,book_4_29,0.7371115819209041,0.02995527306967985,0.05326035781544256,0.02312853107344633,0.021245291902071563,0.03089689265536723,0.03207391713747646,0.07232815442561205
786,786,Gabe's Alpha (Dark Hollow Wolf Pack #4),"(15,440 view)",romance,book_4_30,0.8068530313753245,0.01893135173389951,0.027659825430526072,0.017280018872375562,0.025064873790988443,0.028603444208539757,0.025772587874498702,0.04983486671384761
787,787,Wolfsbane (Dark Hollow Wolf Pack #5),"(15,585 view)",romance,book_4_31,0.5307287657172184,0.04599692070823711,0.07319733128047216,0.040351552476263784,0.06421606363869642,0.12374903772132408,0.03265332306902745,0.08910700538876057
788,788,Breaking Up With The Alpha (Dark Hollow Wolf Pack #6),"(11,814 view)",romance,book_4_32,0.06805555555555556,0.05033068783068784,0.17784391534391536,0.04054232804232805,0.1132936507936508,0.1238756613756614,0.3804894179894181,0.04556878306878308
789,789,Bad Moon on the Rise (Dark Hollow Wolf Pack #7),"(14,413 view)",romance,book_4_33,0.0304341226472374,0.2550850030358227,0.0325591985428051,0.0935792349726776,0.0325591985428051,0.2332270795385549,0.2739071038251366,0.04864905889496053
790,790,Twice in a Blue Moon (Dark Hollow Wolf Pack #8),"(16,626 view)",romance,book_4_34,0.19931062449310624,0.17930521762638552,0.2185050013517167,0.06765341984320086,0.09874290348742903,0.0957691267910246,0.0819816166531495,0.05873208975398756
791,791,Bloodlust (Dark Hollow Wolf Pack #9),"(16,914 view)",romance,book_4_35,0.13407314349525404,0.16785315466219988,0.08605527638190955,0.03440815187046343,0.07432998324958122,0.2122417643774428,0.048925181462869914,0.2421133445002792
792,792,Banshee Charmer (Files of the Otherworlder Enforcement Agency #1),"(7,721 view)",romance,book_4_36,0.2640873015873016,0.1453042328042328,0.10244708994708997,0.139484126984127,0.1058862433862434,0.07228835978835979,0.030224867724867724,0.14027777777777778
793,793,Succubus Lost (Files of the Otherworlder Enforcement Agency #2),"(4,259 view)",romance,book_4_37,0.2631543803418804,0.15177617521367526,0.07351762820512822,0.07885950854700856,0.10797275641025644,0.132545405982906,0.08126335470085473,0.1109107905982906
794,794,The End of Me (The Single Lady Spy #1),"(12,567 view)",romance,book_4_38,0.2072089947089947,0.034457671957671965,0.25615079365079363,0.05085978835978836,0.11011904761904763,0.1542989417989418,0.0550925925925926,0.13181216931216932
795,795,Blood Red,"(4,756 view)",romance,book_4_39,0.09782318376068376,0.13147702991452992,0.1344150641025641,0.15337873931623933,0.2639556623931624,0.14456463675213674,0.03158386752136752,0.04280181623931624
796,796,Haunted (Harrison Investigation #1),"(22,733 view)",romance,book_4_40,0.058016877637130815,0.05604781997187061,0.16237693389592125,0.09120956399437412,0.11146272855133617,0.4265119549929677,0.029324894514767937,0.06504922644163152
797,797,Ghost Walk (Harrison Investigation #2),"(10,926 view)",romance,book_4_41,0.053740530303030304,0.0638415404040404,0.06605113636363638,0.1336016414141414,0.049005681818181816,0.4931344696969697,0.035748106060606064,0.10487689393939394
798,798,The Vision (Harrison Investigation #3),"(9,891 view)",romance,book_4_42,0.043169158604514805,0.3984901788331868,0.06017296980357666,0.12408384637936087,0.14460568748167693,0.08626502491937849,0.04961888009381413,0.09359425388449136
799,799,The Dead Room (Harrison Investigation #4),"(6,906 view)",romance,book_4_43,0.045386295386295385,0.45024570024570026,0.121007371007371,0.08988533988533988,0.1463963963963964,0.03965328965328965,0.047024297024297015,0.0604013104013104
800,800,The Seance (Harrison Investigation #5),"(7,688 view)",romance,book_4_44,0.06336805555555555,0.2377804487179487,0.08473557692307693,0.10129540598290597,0.11625267094017094,0.08740651709401709,0.055622329059829057,0.2535389957264957
801,801,The Death Dealer (Harrison Investigation #6),"(6,417 view)",romance,book_4_45,0.09522875816993463,0.0369281045751634,0.4683006535947712,0.052091503267973856,0.07797385620915033,0.11666666666666667,0.09784313725490196,0.05496732026143791
802,802,Unhallowed Ground (Harrison Investigation #7),"(6,839 view)",romance,book_4_46,0.04230308475591495,0.36305780173704705,0.056079664570230614,0.2696166516921234,0.051886792452830184,0.06955675351901768,0.06117100928421682,0.08632824198861935
803,803,Nightwalker (Harrison Investigation #8),"(8,197 view)",romance,book_4_47,0.056118618618618624,0.3296421421421422,0.27058308308308315,0.04310560560560561,0.15096346346346348,0.041353853853853866,0.05787037037037038,0.050362862862862866
804,804,Phantom Evil (Krewe of Hunters #1),"(11,006 view)",romance,book_4_48,0.7805310817425356,0.02110866372980911,0.04093245227606462,0.04240088105726873,0.025269211943220758,0.03652716593245228,0.026248164464023498,0.02698237885462556
805,805,Heart of Evil (Krewe of Hunters #2),"(5,988 view)",romance,book_4_49,0.2966579861111112,0.1942274305555556,0.06864872685185186,0.043185763888888895,0.030454282407407413,0.20898437500000006,0.06372974537037038,0.09411168981481484
806,806,Sacred Evil (Krewe of Hunters #3),"(7,034 view)",romance,book_4_50,0.6515207260240373,0.025079715477066472,0.04445670836399313,0.05156978170223203,0.14698307579102282,0.033419180770174146,0.016249693402011284,0.03072111846946284
807,807,The Evil Inside (Krewe of Hunters #4),"(5,971 view)",romance,book_4_51,0.14129334345735256,0.04891166793216907,0.10079726651480636,0.07700582131106049,0.08738294102758795,0.052961275626423686,0.057517084282460135,0.4341305998481397
808,808,The Unseen (Krewe of Hunters #5),"(5,279 view)",romance,book_4_52,0.5154034544985822,0.03022686259345192,0.07688837329208559,0.05549110595514308,0.04053879865944831,0.03151585460170147,0.022492910543954626,0.2274426398556329
809,809,The Unholy (Krewe of Hunters #6),"(5,064 view)",romance,book_4_53,0.17470588235294118,0.0688235294117647,0.15745098039215685,0.03718954248366013,0.0369281045751634,0.12398692810457515,0.02045751633986928,0.3804575163398693
810,810,The Unspoken (Krewe of Hunters #7),"(5,140 view)",romance,book_4_54,0.17186201163757273,0.03719866999168745,0.08458021612635079,0.043848711554447216,0.029440288168467717,0.06740094208922139,0.10342200055417013,0.4622471598780826
811,811,The Uninvited (Krewe of Hunters #8),"(5,831 view)",romance,book_4_55,0.2306338028169014,0.04988262910798122,0.3649582681272822,0.029799165362545645,0.033972352634324465,0.10022170057381324,0.020670318205529472,0.16986176317162233
812,812,The Night Is Watching (Krewe of Hunters #9),"(5,440 view)",romance,book_4_56,0.06302125369921979,0.0775490987355394,0.12624428302394405,0.4439736346516007,0.1762846381490449,0.05010761366693569,0.026701641108420764,0.03611783696529459
813,813,The Night Is Alive (Krewe of Hunters #10),"(5,894 view)",romance,book_4_57,0.04859387923904054,0.17900468706920322,0.04886958919216985,0.3888199614006066,0.0370140612076096,0.07726771436448858,0.12248414667769507,0.09794596084918666
814,814,The Night Is Forever (Krewe of Hunters #11),"(5,732 view)",romance,book_4_58,0.08528856526429343,0.2406283710895361,0.0572411003236246,0.04699298813376483,0.20475997842502694,0.13814724919093851,0.02622707659115426,0.20071467098166126
815,815,Ghost Shadow (Bone Island Trilogy #1),"(8,767 view)",romance,book_4_59,0.09930732258976534,0.2109838846480068,0.06877297144472717,0.1024173027989822,0.052374893977947416,0.08404014701724626,0.1846904156064461,0.1974130619168787
816,816,Ghost Night (Bone Island Trilogy #2),"(5,991 view)",romance,book_4_60,0.06823219728456638,0.3760737046273207,0.10674702133555004,0.06767802715433639,0.10009697977279026,0.14276807980049874,0.05243834857301192,0.08596564145192576
817,817,Ghost Moon (Bone Island Trilogy #3),"(6,122 view)",romance,book_4_61,0.08736559139784948,0.02924987199180748,0.5297619047619048,0.03667434715821813,0.03539426523297491,0.06662826420890937,0.02387352790578597,0.19105222734254992
818,818,Ghost Memories (Bone Island Trilogy #0),"(2,167 view)",romance,book_4_62,0.10466716716716716,0.09115365365365366,0.12218468468468467,0.2287912912912913,0.16798048048048048,0.08039289289289289,0.05812062062062062,0.1467092092092092
819,819,Kiss of Darkness (Alliance Vampires #7),"(2,852 view)",romance,book_4_63,0.05841395485194958,0.2806361770741718,0.18242450894165932,0.10532102022867194,0.1023893286426268,0.1809586631486368,0.05313690999706831,0.036719437115215484
820,820,Shades of Gray (Vampire Trilogy #1),"(10,243 view)",romance,book_4_64,0.20859173126614988,0.0998062015503876,0.04011627906976744,0.18791989664082687,0.15794573643410853,0.07370801033591731,0.08662790697674419,0.1452842377260982
821,821,After Sundown (Vampire Trilogy #2),"(6,428 view)",romance,book_4_65,0.05277098614506928,0.2317984243412116,0.0584759576202119,0.38039934800326003,0.08292583537082314,0.05277098614506928,0.054400977995110025,0.08645748437924478
822,822,Desire After Dark (Vampire Trilogy #3),"(7,156 view)",romance,book_4_66,0.4770816916206987,0.048660362490149725,0.06914893617021277,0.11301549776727082,0.07046230627790911,0.057328605200945626,0.062056737588652475,0.10224586288416077
823,823,Night's Kiss (Children of The Night #1),"(7,423 view)",romance,book_4_67,0.083458177278402,0.04350811485642946,0.061735330836454425,0.035767790262172285,0.6567415730337078,0.035518102372034954,0.04425717852684145,0.03901373283395755
824,824,Night's Touch (Children of The Night #2),"(5,795 view)",romance,book_4_68,0.4457016283524904,0.058010057471264365,0.1434985632183908,0.07333572796934866,0.1320043103448276,0.048431513409961685,0.0345426245210728,0.06447557471264367
825,825,Night's Master (Children of The Night #3),"(7,172 view)",romance,book_4_69,0.09161912523770714,0.16524042379788098,0.09786742732953002,0.182627003531649,0.07124422711219777,0.09705243140450964,0.13209725618038576,0.16225210540613966
826,826,Night's Pleasure (Children of The Night #4),"(7,023 view)",romance,book_4_70,0.0942057809599576,0.3424158048263061,0.08731105807478122,0.07246088570670911,0.11356404136833732,0.14432511270220102,0.07802970034473616,0.06768761601697164
827,827,Everlasting Kiss (Everlasting #1),"(9,420 view)",romance,book_4_71,0.11738752174993786,0.14423315933383046,0.06618195376584639,0.20761869251802134,0.15318170519512805,0.05698483718617948,0.17977877206065127,0.07463335819040517
828,828,Everlasting Desire (Everlasting #2),"(15,176 view)",romance,book_4_72,0.1847287428273344,0.1195226917057903,0.06787949921752738,0.14847417840375587,0.2916666666666667,0.07309598330725091,0.06214136671883151,0.05249087115284298
829,829,The Captive,"(47,227 view)",romance,book_4_73,0.07405181623931625,0.3892227564102565,0.10049412393162396,0.11197916666666667,0.0980902777777778,0.06657318376068377,0.1074385683760684,0.05215010683760685
830,830,Sunlight Moonlight,"(8,022 view)",romance,book_4_74,0.05079908675799087,0.14313800101471336,0.060185185185185175,0.4221841704718417,0.10863774733637747,0.060692541856925415,0.10331050228310502,0.05105276509386098
831,831,Embrace the Night,"(7,277 view)",romance,book_4_75,0.2309027777777778,0.07006944444444445,0.09868055555555556,0.11201388888888887,0.05534722222222222,0.08284722222222222,0.030347222222222223,0.31979166666666664
832,832,Deeper than the Night,"(6,483 view)",romance,book_4_76,0.16109701071630006,0.2705160744500846,0.09905527354765932,0.07987873660462493,0.10384940778341792,0.11259165256627185,0.034475465313028766,0.13853637901861252
833,833,A Darker Dream,"(20,981 view)",romance,book_4_77,0.2877408287147005,0.04598838743731856,0.0404460279757192,0.04546054367907101,0.06710213776722093,0.12094220110847193,0.036223277909738734,0.3560965954077593
834,834,Devil's Due (Red Letter Days #2),"(3,161 view)",romance,book_4_78,0.28735869864902125,0.08112765370829887,0.04693961952026468,0.05962227736421285,0.05162668872346292,0.08167907361455748,0.13902674386545355,0.25261924455472845
835,835,The Sooner the Better (Deliverance Company #3),"(19,214 view)",romance,book_4_79,0.12675606641123882,0.06494252873563218,0.1144955300127714,0.06724137931034482,0.0644316730523627,0.3295657726692209,0.04118773946360153,0.1913793103448276
836,836,No Regrets (Delta Force #1),"(19,957 view)",romance,book_4_80,0.1939240176945095,0.019320843091334892,0.07890970595888629,0.1218449128285194,0.35967993754878996,0.09113973458235754,0.0299895914650013,0.1051912568306011
837,837,No Control  (Delta Force #2),"(20,086 view)",romance,book_4_81,0.08400591875168148,0.09261501210653753,0.08615819209039548,0.11898036050578426,0.1797820823244552,0.09073177293516277,0.036924939467312345,0.310801721818671
838,838,No Escape (Delta Force #3),"(20,544 view)",romance,book_4_82,0.17492104507608386,0.06007751937984498,0.04112833763996555,0.1711886304909561,0.049167384438702284,0.2777060005742177,0.08247200689061156,0.14333907550961816
839,839,Carnal Innocence,"(21,359 view)",romance,book_4_83,0.09534534534534536,0.08824733824733824,0.2968195468195468,0.0573983073983074,0.10571935571935573,0.09043134043134043,0.0533033033033033,0.21273546273546276
840,840,High Noon,"(14,327 view)",romance,book_4_84,0.10759088581669228,0.031041986687147975,0.3001152073732719,0.04742703533026114,0.1308883768561188,0.04691500256016385,0.0858294930875576,0.2501920122887865
841,841,Sacred Sins,"(12,252 view)",romance,book_4_85,0.1923543689320389,0.04240830636461705,0.1513619201725998,0.11549352750809062,0.09985167206040994,0.1810275080906149,0.053195792880258906,0.16430690399137005
842,842,Tribute,"(16,461 view)",romance,book_4_86,0.05856423173803527,0.15848026868178006,0.031696053736356006,0.15820039182759585,0.07423733557234817,0.08403302546879374,0.08851105513574027,0.3462776378393507
843,843,Cut & Run (Cut & Run #1),"(18,960 view)",romance,book_4_87,0.1451545530492899,0.045460874408242834,0.05576441102756892,0.08361180729601783,0.05743525480367585,0.15434419381787806,0.09976329713171818,0.3584656084656085
844,844,Sticks & Stones (Cut & Run #2),"(22,929 view)",romance,book_4_88,0.05002485707183694,0.0994904300273428,0.17058165548098433,0.10943325876211782,0.4619065374098931,0.05027342779020631,0.030387770320656225,0.02790206313696247
845,845,Fish & Chips (Cut & Run #3),"(13,230 view)",romance,book_4_89,0.18542315680166147,0.0766484942886812,0.05380321910695742,0.10053219106957424,0.07924454828660436,0.07742731048805815,0.06782191069574248,0.3590991692627207
846,846,Divide & Conquer (Cut & Run #4),"(13,967 view)",romance,book_4_90,0.05286314683477804,0.15530601523509324,0.2853296558970318,0.07361439453638036,0.21099290780141844,0.08412135539795114,0.0575912792224849,0.0801812450748621
847,847,Armed & Dangerous (Cut & Run #5),"(10,405 view)",romance,book_4_91,0.32998423955870765,0.040780141843971635,0.22071184659837145,0.0497110585763068,0.07886787496716574,0.05890464933018125,0.0636327817178881,0.1574074074074074
848,848,Stars & Stripes (Cut & Run #6),"(8,615 view)",romance,book_4_92,0.11776406035665295,0.053840877914951984,0.39430727023319617,0.05329218106995885,0.09060356652949246,0.058779149519890266,0.02914951989026063,0.2022633744855967
849,849,Touch & Geaux (Cut & Run #7),"(7,390 view)",romance,book_4_93,0.06838170624450307,0.22200234535326885,0.04082380533567869,0.09095573145705073,0.14871005570214013,0.11265024919378483,0.14460568748167693,0.1718704192318968
850,850,Ball & Chain (Cut & Run #8),"(7,504 view)",romance,book_4_94,0.08939270152505446,0.026756535947712417,0.12997004357298475,0.16101579520697168,0.10900054466230936,0.10546023965141613,0.1147194989106754,0.2636846405228758
851,851,Warm Bodies (Warm Bodies #1),"(6,072 view)",romance,book_4_95,0.10397617068440013,0.03137988362427265,0.1724161817678027,0.0330423940149626,0.3134524799113328,0.09510944860072043,0.07626766417290108,0.17435577722360765
852,852,What Dreams May Come,"(4,111 view)",romance,book_4_96,0.057653356481481476,0.13057002314814814,0.10163483796296297,0.08080150462962964,0.1852575231481481,0.057942708333333336,0.20811631944444445,0.17802372685185186
853,853,Donners of the Dead,"(3,445 view)",romance,book_4_97,0.11544098054889422,0.20337063682387424,0.15274447108979486,0.09998667732480683,0.2667865707434053,0.0626831867839062,0.0714761524114042,0.0275113242739142
854,854,Storm Born (Dark Swan #1),"(16,043 view)",romance,book_4_98,0.047533810660302316,0.2124767966056749,0.1496287456907982,0.1509546539379475,0.18834526650755767,0.10719968178202068,0.06874834261469108,0.07511270220100769
855,855,Thorn Queen (Dark Swan #2),"(5,973 view)",romance,book_4_99,0.043487055016181234,0.37951725997842506,0.09337918015102482,0.09850323624595472,0.05184735706580367,0.14866504854368934,0.07207389428263218,0.11252696871628913
856,856,Iron Crowned (Dark Swan #3),"(5,254 view)",romance,book_4_100,0.09416533758639023,0.093367889420521,0.26986975013290804,0.09044391281233387,0.25445241892610315,0.04950824029771398,0.09416533758639023,0.05402711323763956
857,857,Succubus Blues (Georgina Kincaid #1),"(8,370 view)",romance,book_4_101,0.07928104575163399,0.03797385620915033,0.06359477124183006,0.07405228758169935,0.2426797385620915,0.14934640522875814,0.11143790849673203,0.2416339869281046
858,858,Succubus on Top (Georgina Kincaid #2),"(4,968 view)",romance,book_4_102,0.040679639029892835,0.32043147208121825,0.20847433728144388,0.0570360970107163,0.13346023688663286,0.06888042865200225,0.10413141567963904,0.06690637337845459
859,859,Succubus Dreams (Georgina Kincaid #3),"(4,270 view)",romance,book_4_103,0.08900226757369614,0.06355505165028974,0.16232048374905514,0.07136558327034517,0.41326530612244894,0.040123456790123455,0.055996472663139334,0.104371378180902
860,860,Succubus Heat (Georgina Kincaid #4),"(9,277 view)",romance,book_4_104,0.10850694444444446,0.17661591880341884,0.397769764957265,0.08687232905982907,0.053485576923076934,0.07592147435897438,0.036658653846153855,0.06416933760683761
