old_id,new_id,old_title,new_title,average_rating,ratings_count,text_reviews_count,author,author_id,image_url,small_image_url,publication_year,percent_positive,percent_negative,percent_neutral,overall_sentiment
10479,76760,Hope to Die (Matthew Scudder #15),"Hope to Die (Matthew Scudder, #15)",3.9,2176,164,Lawrence Block,17613,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410134041l/76760._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410134041l/76760._SY75_.jpg,2001,0.1,0.7,0.2,0.4
10480,162914,All the Flowers Are Dying (Matthew Scudder #16),"All the Flowers Are Dying (Matthew Scudder, #16)",3.95,2069,167,Lawrence Block,17613,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410131770l/162914._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410131770l/162914._SY75_.jpg,2005,0.3,0.7,0,0.5
10481,9547675,A Drop of the Hard Stuff (Matthew Scudder #17),"A Drop of the Hard Stuff (Matthew Scudder, #17)",3.83,3460,466,Lawrence Block,17613,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328016886l/9547675._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328016886l/9547675._SY75_.jpg,2011,0.1,0.9,0,0.5
10482,1424995,The Thief Who Couldn't Sleep (Evan Tanner #1),"The Thief Who Couldn't Sleep (Evan Tanner, #1)",3.71,1038,93,Lawrence Block,17613,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410763881l/1424995._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410763881l/1424995._SY75_.jpg,1966,0.3,0.6,0.1,0.45
10483,1601305,Tanner's Virgin (Evan Tanner #6),"Tanner's Virgin (Evan Tanner, #6)",3.69,278,19,Lawrence Block,17613,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410762358l/1601305._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410762358l/1601305._SY75_.jpg,1968,0.1,0.6,0.3,0.35
10484,78129,Killing Floor (Jack Reacher #1),"Killing Floor (Jack Reacher, #1)",4.05,249246,10677,Lee Child,5091,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399313258l/78129._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399313258l/78129._SY75_.jpg,1997,0.2,0.7,0.1,0.45
10485,220969,Die Trying (Jack Reacher #2),"Die Trying (Jack Reacher, #2)",4.03,108483,4630,Lee Child,5091,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377633008l/220969._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377633008l/220969._SY75_.jpg,1998,0.2,0.4,0.4,0.3
10486,220970,Tripwire (Jack Reacher #3),"Tripwire  (Jack Reacher, #3)",4.09,97249,3692,Lee Child,5091,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1999,0.5,0.5,0,0.5
10487,455925,Running Blind (Jack Reacher #4),"Running Blind (Jack Reacher, #4)",4.1,83710,3521,Lee Child,5091,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174926706l/455925._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174926706l/455925._SY75_.jpg,2000,0.5,0.3,0.2,0.4
10488,455930,Echo Burning (Jack Reacher #5),"Echo Burning (Jack Reacher, #5)",4.01,72961,2977,Lee Child,5091,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,0.4,0.4,0.2,0.4
10489,21745,Without Fail (Jack Reacher #6),"Without Fail (Jack Reacher, #6)",4.15,86547,2484,Lee Child,5091,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,0.2,0.6,0.2,0.4
10490,455941,Persuader (Jack Reacher #7),"Persuader (Jack Reacher, #7)",4.1,68824,2855,Lee Child,5091,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003,0.2,0.6,0.2,0.4
10491,231562,The Enemy (Jack Reacher #8),"The Enemy (Jack Reacher, #8)",4.16,102373,2905,Lee Child,5091,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,0.6,0.1,0.3,0.35
10492,220968,One Shot (Jack Reacher #9),"One Shot (Jack Reacher, #9)",4.2,95601,3360,Lee Child,5091,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,0.6,0.3,0.1,0.45
10493,8357992,Worth Dying For (Jack Reacher #15),"Worth Dying For (Jack Reacher, #15)",4.21,78348,3373,Lee Child,5091,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356095648l/8357992._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356095648l/8357992._SY75_.jpg,2010,0.3,0.6,0.1,0.45
10494,10428708,The Affair (Jack Reacher #16),"The Affair (Jack Reacher, #16)",4.1,82366,4033,Lee Child,5091,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327982045l/10428708._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327982045l/10428708._SY75_.jpg,2011,0.6,0.3,0.1,0.45
10495,8445630,Dark Horse (Jim Knighthorse #1),"Dark Horse (Jim Knighthorse, #1)",3.88,2315,212,J.R. Rain,5753883,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380147160l/8445630._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380147160l/8445630._SY75_.jpg,2010,0.4,0.2,0.4,0.3
10496,300226,The Naked Face,The Naked Face,3.54,17667,606,Sidney Sheldon,9068,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398003487l/300226.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398003487l/300226._SY75_.jpg,1970,0.2,0.7,0.1,0.45
10497,115130,A Stranger in the Mirror,A Stranger in the Mirror,3.64,19354,451,Sidney Sheldon,9068,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418330902l/115130._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418330902l/115130._SY75_.jpg,1976,0.1,0.6,0.3,0.35
10498,8709527,Bloodline,"Bloodlines (Bloodlines, #1)",4.2,167269,8331,Richelle Mead,137902,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297199431l/8709527._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297199431l/8709527._SY75_.jpg,2011,0.4,0.2,0.4,0.3
10499,43328,Rage of Angels,Rage of Angels,3.94,34876,1168,Sidney Sheldon,9068,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356445383l/43328._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356445383l/43328._SY75_.jpg,1980,0.3,0.1,0.6,0.2
10500,43330,Master of the Game,Master of the Game,4.12,50750,1786,Sidney Sheldon,9068,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170095440l/43330._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170095440l/43330._SY75_.jpg,1982,0.2,0.1,0.7,0.15
10501,14554,If Tomorrow Comes,"If Tomorrow Comes (Tracy Whitney, #1)",4.04,61236,2174,Sidney Sheldon,9068,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1985,0.1,0.2,0.7,0.15
10502,119389,Windmills of the Gods,Windmills of the Gods,3.86,29097,677,Sidney Sheldon,9068,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405239745l/119389._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405239745l/119389._SY75_.jpg,1987,0.3,0.5,0.2,0.4
10503,119382,The Sands of Time,The Sands of Time,3.76,22844,517,Sidney Sheldon,9068,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356453253l/119382._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356453253l/119382._SY75_.jpg,1988,0.4,0.4,0.2,0.4
10504,106648,Memories of Midnight,Memories of Midnight,3.71,17745,474,Sidney Sheldon,9068,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501701194l/106648._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501701194l/106648._SY75_.jpg,1990,0.2,0.8,0,0.5
10505,106646,The Doomsday Conspiracy,The Doomsday Conspiracy,3.63,22246,777,Sidney Sheldon,9068,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408853925l/106646.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408853925l/106646._SY75_.jpg,1991,0.1,0.9,0,0.5
10506,84054,The Stars Shine Down,The Stars Shine Down,3.7,17032,503,Sidney Sheldon,9068,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1992,0.3,0.7,0,0.5
10507,43325,Nothing Lasts Forever,Nothing Lasts Forever,3.85,29708,861,Sidney Sheldon,9068,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344265620l/43325._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344265620l/43325._SY75_.jpg,1994,0.4,0.1,0.5,0.25
10508,84052,"Morning, Noon and Night","Morning, Noon & Night",3.66,16692,491,Sidney Sheldon,9068,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344267638l/84052._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344267638l/84052._SY75_.jpg,1995,0.2,0.5,0.3,0.35
10509,99610,The Best Laid Plans,The Best Laid Plans,3.69,22064,734,Sidney Sheldon,9068,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353374848l/99610._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353374848l/99610._SY75_.jpg,1997,0.4,0.5,0.1,0.45
10510,43326,Tell Me Your Dreams,Tell Me Your Dreams,3.96,47223,1827,Sidney Sheldon,9068,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,0.1,0.8,0.1,0.45
10511,43327,The Sky Is Falling,The Sky is Falling,3.58,19600,603,Sidney Sheldon,9068,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353302273l/43327._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353302273l/43327._SY75_.jpg,2000,0.2,0.1,0.7,0.15
10512,43324,Are You Afraid of the Dark?,Are You Afraid of the Dark?,3.67,26947,929,Sidney Sheldon,9068,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,0.3,0.1,0.6,0.2
10513,43323,The Other Side of Me,The Other Side of Me,3.71,5797,249,Sidney Sheldon,9068,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,0.1,0.3,0.6,0.2
10514,6578830,Mistress of the Game,Sidney Sheldon's Mistress of the Game,3.77,11689,416,Tilly Bagshawe,299381,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1988,0.2,0.5,0.3,0.35
10515,7137202,After the Darkness,Sidney Sheldon's After the Darkness,3.89,6629,324,Tilly Bagshawe,299381,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407709883l/7137202._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407709883l/7137202._SY75_.jpg,2010,0.1,0.2,0.7,0.15
10516,7668,Rising Sun,Rising Sun,3.65,49022,990,Michael Crichton,5194,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1992,0.3,0.4,0.3,0.35
10517,51794301,Binary,Beyond the Gender Binary,4.61,1301,211,Alok  Vaid-Menon,19436850,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2020,0.3,0.3,0.4,0.3
10518,7667,Airframe,Airframe,3.71,77401,2010,Michael Crichton,5194,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405420599l/7667._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405420599l/7667._SY75_.jpg,1996,0.1,0.9,0,0.5
10519,7675,Disclosure,Disclosure,3.78,69961,1022,Michael Crichton,5194,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398678136l/7675._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398678136l/7675._SY75_.jpg,1994,0.3,0.5,0.2,0.4
10520,17212231,Inferno (Robert Langdon #4),"Inferno (Robert Langdon, #4)",3.85,468904,37113,Dan Brown,630,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534070896l/17212231._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534070896l/17212231._SY75_.jpg,2013,0.3,0.1,0.6,0.2
10521,3758,Casino Royale (James Bond #1),"Casino Royale (James Bond, #1)",3.74,69661,4356,Ian Fleming,2565,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497801490l/3758._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497801490l/3758._SY75_.jpg,1953,0.1,0.5,0.4,0.3
10522,3763,Live and Let Die (James Bond #2),"Live and Let Die (James Bond, #2)",3.65,26022,1566,Ian Fleming,2565,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327953982l/3763._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327953982l/3763._SY75_.jpg,1954,0.4,0.4,0.2,0.4
10523,3750,Moonraker (James Bond #3),"Moonraker (James Bond, #3)",3.77,22328,1276,Ian Fleming,2565,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1955,0.2,0.4,0.4,0.3
10524,3760,Diamonds Are Forever (James Bond #4),"Diamonds Are Forever (James Bond, #4)",3.64,18773,898,Ian Fleming,2565,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1956,0.3,0.3,0.4,0.3
10525,18455,The Spy Who Loved Me (James Bond #10),"The Spy Who Loved Me (James Bond, #10)",3.4,10400,718,Ian Fleming,2565,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1287905911l/18455._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1287905911l/18455._SY75_.jpg,1962,0.2,0.7,0.1,0.45
10526,32542,A Time to Kill (Jake Brigance #1),"A Time to Kill (Jake Brigance, #1)",4.07,702960,5326,John Grisham,721,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554303029l/32542._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554303029l/32542._SY75_.jpg,1989,0.6,0.1,0.3,0.35
10527,17288661,Sycamore Row (Jake Brigance #2),"Sycamore Row (Jake Brigance, #2)",4.02,104114,9916,John Grisham,721,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375888633l/17288661._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375888633l/17288661._SY75_.jpg,2013,0.2,0.3,0.5,0.25
10528,5358,The Firm,The Firm,4.02,564031,3501,John Grisham,721,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418465200l/5358._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418465200l/5358._SY75_.jpg,1991,0.6,0.3,0.1,0.45
10529,32499,The Pelican Brief,The Pelican Brief,4.01,373350,2636,John Grisham,721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1992,0.3,0.1,0.6,0.2
10530,5359,The Client,The Client,4.02,400881,2541,John Grisham,721,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554192326l/5359._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554192326l/5359._SY75_.jpg,1993,0.5,0.1,0.4,0.3
10531,15881,The Chamber,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",4.43,2724090,52832,J.K. Rowling,1077326,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474169725l/15881._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474169725l/15881._SY75_.jpg,1998,0.6,0.3,0.1,0.45
10532,5349,The Rainmaker,The Rainmaker,3.95,172802,2019,John Grisham,721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1995,0.2,0.7,0.1,0.45
10533,24192,The Runaway Jury,The Runaway Jury,3.99,271873,2123,John Grisham,721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1996,0.3,0.2,0.5,0.25
10534,5350,The Partner,The Partner,3.93,111698,2544,John Grisham,721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1997,0.1,0.5,0.4,0.3
10535,5351,The Street Lawyer,The Street Lawyer,3.84,102913,2498,John Grisham,721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,0.2,0.5,0.3,0.35
10536,5354,The Brethren,The Brethren,3.73,86045,1913,John Grisham,721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,0.1,0.4,0.5,0.25
10537,5352,The Summons,The Summons,3.7,67762,2102,John Grisham,721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,0.4,0.4,0.2,0.4
10538,5356,The King of Torts,The King of Torts,3.69,76941,2161,John Grisham,721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003,0.4,0.3,0.3,0.35
10539,5346,The Last Juror,The Last Juror,3.89,84744,2345,John Grisham,721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,0.3,0.5,0.2,0.4
10540,1110,The Broker,The Broker,3.79,83166,2899,John Grisham,721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,0.1,0.5,0.4,0.3
10541,1248179,The Appeal,The Appeal,3.6,48816,4197,John Grisham,721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,0.2,0.7,0.1,0.45
10542,3613997,The Associate,The Associate,3.67,61901,4012,John Grisham,721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,0.1,0.1,0.8,0.1
10543,5345,The Innocent Man,The Innocent Man: Murder and Injustice in a Small Town,3.83,64662,5028,John Grisham,721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,0.1,0.4,0.5,0.25
10544,13573236,The Racketeer,The Racketeer,3.83,88411,7825,John Grisham,721,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344371438l/13573236._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344371438l/13573236._SY75_.jpg,2012,0.1,0.9,0,0.5
10545,43933,Tell No One,Tell No One,4.11,119423,5369,Harlan Coben,24689,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421365049l/43933._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421365049l/43933._SY75_.jpg,2001,0.1,0.5,0.4,0.3
10546,85418,Just One Look,Just One Look,4.01,33225,1966,Harlan Coben,24689,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309286625l/85418._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309286625l/85418._SY75_.jpg,2004,0.4,0.3,0.3,0.35
10547,9791,The Woods,A Walk in the Woods: Rediscovering America on the Appalachian Trail,4.06,346239,18115,Bill Bryson,7,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,0.1,0.4,0.5,0.25
10548,2177236,Hold Tight,Hold Tight,3.94,43143,2689,Harlan Coben,24689,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,0.1,0.5,0.4,0.3
10549,6681454,Caught,Caught,3.98,54418,3832,Harlan Coben,24689,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,0.4,0.5,0.1,0.45
10550,991531,Miracle Cure,Miracle Cure,3.64,12175,1056,Harlan Coben,24689,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311386926l/991531._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311386926l/991531._SY75_.jpg,1991,0.2,0.3,0.5,0.25
10551,2429135,The Girl with the Dragon Tattoo (Millennium #1),"The Girl with the Dragon Tattoo (Millennium, #1)",4.14,2606791,68770,Stieg Larsson,706255,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327868566l/2429135._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327868566l/2429135._SX50_.jpg,2005,0.6,0.3,0.1,0.45
10552,5060378,The Girl Who Played with Fire (Millennium #2),"The Girl Who Played with Fire (Millennium, #2)",4.24,809000,34193,Stieg Larsson,706255,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351778881l/5060378._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351778881l/5060378._SX50_.jpg,2006,0.6,0.1,0.3,0.35
10553,6892870,The Girl Who Kicked the Hornet's Nest  (Millennium #0),"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",4.22,645345,29063,Stieg Larsson,706255,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327708260l/6892870._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327708260l/6892870._SX50_.jpg,2007,0.4,0.6,0,0.5
10554,37040,The Various Haunts of Men (Simon Serrailler #1),"The Various Haunts of Men (Simon Serrailler, #1)",3.82,10571,1082,Susan Hill,18874,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,0.4,0.6,0,0.5
10555,37036,The Pure in Heart (Simon Serrailler #2),"The Pure in Heart (Simon Serrailler, #2)",3.93,5565,456,Susan Hill,18874,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328117495l/37036._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328117495l/37036._SY75_.jpg,2005,0.3,0.4,0.3,0.35
10556,37032,The Risk of Darkness (Simon Serrailler #3),"The Risk of Darkness (Simon Serrailler, #3)",3.95,4356,379,Susan Hill,18874,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328117644l/37032._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328117644l/37032._SY75_.jpg,2006,0.1,0.8,0.1,0.45
10557,43672424,The Vows of Silence (Simon Serrailler #4),The Vows of Silence: A Simon Serrailler Mystery (Simon Serrailler crime novels Book 4),4,3989,305,Susan Hill,18874,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,0.3,0.2,0.5,0.25
10558,7505921,The Shadows in the Street (Simon Serrailler #5),"The Shadows in the Street (Simon Serrailler, #5)",4,4213,312,Susan Hill,18874,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,0.3,0.1,0.6,0.2
10559,10275932,The Betrayal of Trust (Simon Serrailler #6),"The Betrayal of Trust (Simon Serrailler, #6)",3.94,4168,419,Susan Hill,18874,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490224313l/10275932._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490224313l/10275932._SY75_.jpg,2011,0.4,0.4,0.2,0.4
