old_id,new_id,old_title,new_title,average_rating,ratings_count,text_reviews_count,author,author_id,image_url,small_image_url,publication_year,percent_positive,percent_negative,percent_neutral,overall_sentiment
0,35247769,"Always and Forever, Lara Jean (To All the Boys I've Loved Before #3)","Always and Forever, Lara Jean (To All the Boys I've Loved Before, #3)",4.12,147225,16917,Jenny Han,151371,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2017,0.6,0.2,0.2,0.4
1,33815781,The Wedding Date,"The Wedding Date (The Wedding Date, #1)",3.58,74264,9303,Jasmine Guillory,16287225,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515694525l/33815781._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515694525l/33815781._SY75_.jpg,2018,0.1,0.3,0.6,0.2
2,34019141,Blood Fury (Black Dagger Legacy #3),"Blood Fury (Black Dagger Legacy, #3)",4.4,14129,1431,J.R. Ward,20248,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491801022l/34019141._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491801022l/34019141._SY75_.jpg,2018,0.2,0.1,0.7,0.15
3,29496208,Blood Vow (Black Dagger Legacy #2),"Blood Vow (Black Dagger Legacy, #2)",4.41,18612,1683,J.R. Ward,20248,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461428631l/29496208._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461428631l/29496208._SY75_.jpg,2016,0.6,0.1,0.3,0.35
4,24903031,Blood Kiss (Black Dagger Legacy #1),"Blood Kiss (Black Dagger Legacy, #1)",4.34,25044,2399,J.R. Ward,20248,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426697749l/24903031._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426697749l/24903031._SY75_.jpg,2015,0.2,0.2,0.6,0.2
5,13628209,The Boy Who Sneaks in My Bedroom Window,"The Boy Who Sneaks in My Bedroom Window (The Boy Who Sneaks in My Bedroom Window, #1)",3.91,64676,4899,Kirsty Moseley,5434809,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398682775l/13628209._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398682775l/13628209._SY75_.jpg,2011,0.3,0.5,0.2,0.4
6,18361934,Taking It All (Surrender Trilogy #3),"Taking It All (Surrender Trilogy, #3)",3.79,6628,398,Maya Banks,24978,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377022892l/18361934._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377022892l/18361934._SY75_.jpg,2014,0.1,0.7,0.2,0.4
7,18361924,Giving In (Surrender Trilogy #2),"Giving In (Surrender Trilogy, #2)",3.85,7948,509,Maya Banks,24978,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377022725l/18361924._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377022725l/18361924._SY75_.jpg,2014,0.4,0.3,0.3,0.35
8,18281993,Letting Go (Surrender Trilogy #1),"Letting Go (Surrender Trilogy, #1)",3.64,12017,1013,Maya Banks,24978,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377020384l/18281993._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377020384l/18281993._SX50_.jpg,2014,0.4,0.6,0,0.5
9,7198269,Married By Morning (The Hathaways #4),"Married By Morning (The Hathaways, #4)",4.14,32114,1818,Lisa Kleypas,27847,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380326600l/7198269._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380326600l/7198269._SY75_.jpg,2010,0.5,0.2,0.3,0.35
10,7111961,A Hathaway Wedding (The Hathaways #2.5),"A Hathaway Wedding (The Hathaways, #2.5)",3.85,4713,278,Lisa Kleypas,27847,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,0.3,0.5,0.2,0.4
11,2948832,Seduce Me at Sunrise (The Hathaways #2),"Seduce Me at Sunrise (The Hathaways, #2)",4.09,31648,1798,Lisa Kleypas,27847,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390526497l/2948832._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390526497l/2948832._SY75_.jpg,2008,0.5,0.2,0.3,0.35
12,6264710,Tempt Me at Twilight (The Hathaways #3),"Tempt Me at Twilight (The Hathaways, #3)",4.18,33691,1797,Lisa Kleypas,27847,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380326419l/6264710._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380326419l/6264710._SY75_.jpg,2009,0.4,0.3,0.3,0.35
13,693016,Mine Till Midnight (The Hathaways #1),"Mine Till Midnight (The Hathaways, #1)",4.09,58281,2507,Lisa Kleypas,27847,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380326170l/693016._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380326170l/693016._SY75_.jpg,2007,0.1,0.1,0.8,0.1
14,107775,Castles (Crown's Spies #4),Castles (Crown's Spies #4),4.13,14785,447,Julie Garwood,6251,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418609208l/107775._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418609208l/107775._SY75_.jpg,1993,0.2,0.6,0.2,0.4
15,107781,The Gift (Crown's Spies #3),"The Gift (Crown's Spies, #3)",4.17,17603,564,Julie Garwood,6251,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329160736l/107781._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329160736l/107781._SY75_.jpg,1991,0.6,0.2,0.2,0.4
16,107786,Guardian Angel (Crown's Spies #2),"Guardian Angel (Crown's Spies, #2)",4.15,13339,396,Julie Garwood,6251,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329160566l/107786._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329160566l/107786._SY75_.jpg,1990,0.1,0.7,0.2,0.4
17,107783,The Lion's Lady (Crown's Spies #1),"The Lion's Lady (Crown's Spies, #1)",4.17,20778,757,Julie Garwood,6251,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348750925l/107783._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348750925l/107783._SY75_.jpg,1988,0.6,0.4,0,0.5
18,186996,Summer in Eclipse Bay (Eclipse Bay #3),"Summer in Eclipse Bay (Eclipse Bay Trilogy, # 3)",3.87,3352,98,Jayne Ann Krentz,2387,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400843122l/186996._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400843122l/186996._SY75_.jpg,2002,0.4,0.4,0.2,0.4
19,186863,Dawn in Eclipse Bay (Eclipse Bay #2),"Dawn in Eclipse Bay (Eclipse Bay Trilogy, # 2)",3.89,4076,133,Jayne Ann Krentz,2387,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,0.3,0.6,0.1,0.45
20,186915,Eclipse Bay (Eclipse Bay #1),"Eclipse Bay (Eclipse Bay Trilogy, # 1)",3.86,5143,185,Jayne Ann Krentz,2387,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309287801l/186915._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309287801l/186915._SY75_.jpg,2000,0.4,0.2,0.4,0.3
21,186937,Gift of Fire (Gift #2),"Gift of Fire (Gift, #2)",3.92,1774,49,Jayne Ann Krentz,2387,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1989,0.3,0.4,0.3,0.35
22,186776,Gift of Gold (Gift #1),"Gift of Gold (Gift, #1)",3.83,2561,73,Jayne Ann Krentz,2387,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344267187l/186776._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344267187l/186776._SY75_.jpg,1988,0.1,0.9,0,0.5
23,28467898,Thief (Breeding #3),"Thief (Breeding, #3)",3.72,6501,605,Alexa Riley,8296969,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2016,0.4,0.6,0,0.5
24,27556157,Mechanic (Breeding #2),"Mechanic (Breeding, #2)",3.71,11063,1064,Alexa Riley,8296969,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2015,0.3,0.2,0.5,0.25
25,26310515,Coach (Breeding #1),"Coach (Breeding, #1)",3.55,10255,961,Alexa Riley,8296969,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2015,0.1,0.4,0.5,0.25
26,186793,Shield's Lady (Lost Colony #3),"Shield's Lady (Lost Colony, #3)",4.08,3125,101,Amanda Glass,918948,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172536508l/186793._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172536508l/186793._SY75_.jpg,1989,0.2,0.3,0.5,0.25
27,1723927,Sweet Starfire (Lost Colony #1),"Sweet Starfire (Lost Colony, #1)",3.92,2937,94,Jayne Ann Krentz,2387,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344265487l/1723927._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344265487l/1723927._SY75_.jpg,1985,0.3,0.2,0.5,0.25
29,32288093,"Whitney, My Love (Westmoreland Saga #2)","Whitney, My Love (Westmoreland Saga, #2)",4.16,30610,2073,Judith McNaught,9885,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487127998l/32288093._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487127998l/32288093._SY75_.jpg,1985,0.6,0.2,0.2,0.4
30,38590385,Rumpelstiltskin (Timeless Fairy Tales #4),"Rumpelstiltskin (Timeless Fairy Tales, #4)",4.35,2837,198,K.M. Shea,6893644,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518705600l/38590385._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518705600l/38590385._SY75_.jpg,2014,0.2,0.5,0.3,0.35
31,33793443,Cinderella and the Colonel (Timeless Fairy Tales #3),"Cinderella and the Colonel (Timeless Fairy Tales, #3)",4.29,3729,318,K.M. Shea,6893644,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483551084l/33793443._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483551084l/33793443._SY75_.jpg,2014,0.6,0.2,0.2,0.4
32,22046015,The Wild Swans (Timeless Fairy Tales #2),"The Wild Swans (Timeless Fairy Tales, #2)",3.94,2728,237,K.M. Shea,6893644,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2014,0.4,0.1,0.5,0.25
33,34115450,Beauty and the Beast (Timeless Fairy Tales #1),"Beauty and the Beast (Timeless Fairy Tales, #1)",4.09,6597,676,K.M. Shea,6893644,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486238610l/34115450._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486238610l/34115450._SY75_.jpg,2013,0.1,0.2,0.7,0.15
34,25538259,It's a Wonderful Tangled Christmas Carol (Tangled #4.5),"It's a Wonderful Tangled Christmas Carol (Tangled, #4.5)",4.16,3472,329,Emma Chase,6551005,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444851777l/25538259._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444851777l/25538259._SX50_.jpg,2015,0.5,0.5,0,0.5
35,20876097,Tied (Tangled #4),"Tied (Tangled, #4)",4.24,16013,1465,Emma Chase,6551005,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398355635l/20876097._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398355635l/20876097._SY75_.jpg,2014,0.1,0.7,0.2,0.4
36,18698127,Tamed (Tangled #3),"Tamed (Tangled, #3)",4.09,18356,1399,Emma Chase,6551005,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387125566l/18698127._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387125566l/18698127._SY75_.jpg,2014,0.2,0.3,0.5,0.25
38,20934149,Tangled Extra Scenes (Tangled #1.1),"Tangled Extra Scenes (Tangled, #1.1)",4.28,8124,556,Emma Chase,6551005,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393574490l/20934149._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393574490l/20934149._SX50_.jpg,2013,0.2,0.2,0.6,0.2
39,17977710,Twisted (Tangled #2),"Twisted (Tangled, #2)",4.02,30176,2787,Emma Chase,6551005,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387087236l/17977710._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387087236l/17977710._SX50_.jpg,2014,0.1,0.5,0.4,0.3
40,17876897,One with You (Crossfire #5),"One with You (Crossfire, #5)",4.11,56456,4779,Sylvia Day,19823,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458742883l/17876897._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458742883l/17876897._SY75_.jpg,2016,0.2,0.8,0,0.5
41,17876893,Captivated by You (Crossfire #4),"Captivated by You (Crossfire, #4)",4.1,90717,5695,Sylvia Day,19823,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410020040l/17876893._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410020040l/17876893._SX50_.jpg,2014,0.5,0.2,0.3,0.35
42,20409769,Collin (Forever #4),"Collin (Forever, #4)",4.26,4961,281,Sandi Lynn,6089757,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392124643l/20409769._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392124643l/20409769._SX50_.jpg,2014,0.5,0.1,0.4,0.3
43,18721133,Being Julia (Forever #3.5),"Being Julia (Forever, #3.5)",4.22,5601,254,Sandi Lynn,6089757,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382906818l/18721133._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382906818l/18721133._SX50_.jpg,2013,0.3,0.7,0,0.5
44,17698038,Forever Us (Forever #3),"Forever Us (Forever, #3)",4.26,12534,583,Sandi Lynn,6089757,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372415695l/17698038._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372415695l/17698038._SY75_.jpg,2013,0.5,0.1,0.4,0.3
45,17404452,Forever You (Forever #2),"Forever You (Forever, #2)",4.18,17157,743,Sandi Lynn,6089757,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364058599l/17404452._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364058599l/17404452._SX50_.jpg,2013,0.3,0.1,0.6,0.2
46,17286162,Forever Black (Forever #1),"Forever Black (Forever, #1)",3.98,29447,1944,Sandi Lynn,6089757,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359579827l/17286162._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359579827l/17286162._SX50_.jpg,2013,0.2,0.4,0.4,0.3
47,24035804,Storm and Silence,"Storm and Silence (Storm and Silence, #1)",4.5,19378,1755,Robert Thier,6123144,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448470535l/24035804._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448470535l/24035804._SY75_.jpg,2016,0.6,0.3,0.1,0.45
48,27362503,It Ends with Us,It Ends with Us,4.4,211660,27526,Colleen Hoover,5430144,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470427482l/27362503._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470427482l/27362503._SY75_.jpg,2016,0.5,0.2,0.3,0.35
49,23398634,Wired (Buchanan-Renard #13),"Wired (Buchanan-Renard, #13)",3.81,10570,1040,Julie Garwood,6251,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485933256l/23398634._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485933256l/23398634._SY75_.jpg,2017,0.3,0.4,0.3,0.35
50,18693854,Fast Track (Buchanan-Renard #12),"Fast Track (Buchanan-Renard, #12)",4.01,8734,664,Julie Garwood,6251,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382674733l/18693854._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382674733l/18693854._SY75_.jpg,2014,0.6,0.3,0.1,0.45
51,16101020,Hotshot (Buchanan-Renard #11),"Hotshot (Buchanan-Renard, #11)",3.97,9081,656,Julie Garwood,6251,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353218593l/16101020._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353218593l/16101020._SY75_.jpg,2013,0.4,0.2,0.4,0.3
52,12958009,Sweet Talk (Buchanan-Renard #10),"Sweet Talk (Buchanan-Renard, #10)",3.97,11209,744,Julie Garwood,6251,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334377176l/12958009._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334377176l/12958009._SY75_.jpg,2012,0.3,0.4,0.3,0.35
53,9647908,The Ideal Man (Buchanan-Renard #9),"The Ideal Man (Buchanan-Renard, #9)",3.96,15718,933,Julie Garwood,6251,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,0.3,0.2,0.5,0.25
54,6671931,Sizzle (Buchanan-Renard #8),"Sizzle (Buchanan-Renard, #8)",3.91,12429,642,Julie Garwood,6251,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,0.4,0.1,0.5,0.25
55,3407345,Fire and Ice (Buchanan-Renard #7),"Fire and Ice (Buchanan-Renard, #7)",3.88,11591,564,Julie Garwood,6251,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,0.3,0.1,0.6,0.2
56,9538,Shadow Dance (Buchanan-Renard #6),"Shadow Dance (Buchanan-Renard, #6)",4.01,13295,544,Julie Garwood,6251,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,0.3,0.5,0.2,0.4
57,107771,Slow Burn (Buchanan-Renard #5),"Slow Burn (Buchanan-Renard, #5)",4.04,14496,419,Julie Garwood,6251,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320450616l/107771._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320450616l/107771._SY75_.jpg,2005,0.3,0.6,0.1,0.45
58,107790,Killjoy (Buchanan-Renard #3),"Killjoy (Buchanan-Renard, #3)",4.02,13606,491,Julie Garwood,6251,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,0.2,0.3,0.5,0.25
59,107773,Mercy (Buchanan-Renard #2),"Mercy (Buchanan-Renard, #2)",4.13,18098,541,Julie Garwood,6251,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,0.2,0.1,0.7,0.15
60,107789,Heartbreaker (Buchanan-Renard #1),"Heartbreaker (Buchanan-Renard, #1)",4.04,24117,786,Julie Garwood,6251,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,0.6,0.3,0.1,0.45
61,20645411,His Unlikely Lover (Unwanted #3),"His Unlikely Lover (Unwanted, #3)",3.74,4722,299,Natasha Anders,6544265,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395868056l/20645411._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395868056l/20645411._SX50_.jpg,2014,0.3,0.5,0.2,0.4
62,18663248,A Husband's Regret (Unwanted #2),"A Husband's Regret (Unwanted, #2)",3.68,9851,742,Natasha Anders,6544265,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392065524l/18663248._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392065524l/18663248._SX50_.jpg,2014,0.1,0.8,0.1,0.45
63,25896664,A Ruthless Proposition,A Ruthless Proposition,3.9,7313,673,Natasha Anders,6544265,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444317174l/25896664._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444317174l/25896664._SY75_.jpg,2016,0.3,0.1,0.6,0.2
64,16070072,Saving Grace,"Saving Grace (Mad World, #2)",4.08,19140,1027,Christine Zolendz,6448939,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349538159l/16070072._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349538159l/16070072._SY75_.jpg,2012,0.1,0.5,0.4,0.3
65,107772,The Prize,The Prize,4.22,26608,732,Julie Garwood,6251,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304789713l/107772._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304789713l/107772._SY75_.jpg,1991,0.1,0.6,0.3,0.35
66,107774,Honor's Splendour,Honor's Splendour,4.22,27795,961,Julie Garwood,6251,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313525352l/107774._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313525352l/107774._SY75_.jpg,1987,0.5,0.5,0,0.5
67,1112404,Shadow Music (Highlands' Lairds #3),"Shadow Music (Highlands' Lairds, #3)",3.92,12803,692,Julie Garwood,6251,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,0.3,0.3,0.4,0.3
68,107776,Ransom (Highlands' Lairds #2),"Ransom (Highlands' Lairds, #2)",4.33,29807,1312,Julie Garwood,6251,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1999,0.2,0.7,0.1,0.45
69,107770,The Secret (Highlands' Lairds #1),"The Secret (Highlands' Lairds, #1)",4.26,43423,1759,Julie Garwood,6251,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312123398l/107770._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312123398l/107770._SY75_.jpg,1992,0.2,0.8,0,0.5
70,107778,The Wedding (Lairds' Fiancees #2),"The Wedding (Lairds' Fiancées, #2)",4.17,28567,1056,Julie Garwood,6251,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295998049l/107778.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295998049l/107778._SY75_.jpg,1995,0.5,0.4,0.1,0.45
71,32822135,Archer's Voice,Archer's Voice,4.39,83189,9798,Mia Sheridan,6994378,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477963466l/32822135._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477963466l/32822135._SY75_.jpg,2014,0.5,0.4,0.1,0.45
72,37486540,Addicted,"Dopesick: Dealers, Doctors, and the Drug Company that Addicted America",4.1,20589,2747,Beth Macy,7381867,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533010748l/37486540._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533010748l/37486540._SY75_.jpg,2018,0.5,0.5,0,0.5
73,129619,A Kingdom of Dreams (Westmoreland Saga #1),"A Kingdom of Dreams (Westmoreland, #1)",4.23,44582,2074,Judith McNaught,9885,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1989,0.6,0.2,0.2,0.4
74,18297707,Tangled (Tangled #1),"Tangled (Tangled, #1)",4.08,106695,9486,Emma Chase,6551005,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375808439l/18297707._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375808439l/18297707._SY75_.jpg,2013,0.5,0.4,0.1,0.45
75,12299419,Mystery Man (Dream Man #1),"Mystery Man (Dream Man, #1)",4.23,66270,4461,Kristen Ashley,2958084,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483487036l/12299419._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483487036l/12299419._SX50_.jpg,2011,0.3,0.1,0.6,0.2
76,73385,A Knight in Shining Armor (Montgomery/Taggart #15),"A Knight in Shining Armor (Montgomery/Taggert Family, #13)",4.22,33184,2278,Jude Deveraux,28574,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330613623l/73385._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330613623l/73385._SY75_.jpg,1989,0.1,0.1,0.8,0.1
